node,taxonomy_tips,backbone_tips,simulated_tips,backbone_monophyletic,simulated_monophyletic,backbone_birth,simulated_birth,backbone_death,simulated_death,warnings

AnophelesAnopheles,185,,,False,False,,,,,
AnophelesBaimaia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AnophelesCellia,225,22,225,True,True,0.5184515291822586,0.7847035993378623,0.48934345981710153,0.7674580347455957,
AnophelesChristya,2,0,2,False,True,,5.650065785147897,,0.0,
AnophelesKerteszia,12,1,12,True,True,0.001000000001,0.14903467424871705,1.0000000010000002e-12,0.14844061032585765,
AnophelesLophopodomyia,6,1,6,True,True,0.001000000001,0.08114950507026913,1.0000000010000002e-12,0.03668531537990936,
AnophelesNyssorhynchus,40,8,40,True,True,0.09315637412142212,0.11574854157950354,0.007549867585696832,0.040681742083022554,
AnophelesStethomyia,5,1,5,True,True,0.001000000001,0.061777511725271975,1.0000000010000002e-12,0.06177723892174059,
Bironella,8,0,,False,False,,,,,
BironellaBironella,2,0,2,False,True,,1.1362881738467008,,0.0,
Aedeomyiini,7,2,7,True,True,0.02081214539225031,0.049015095233674665,0.0,0.04872196505391491,
Aedeomyia,7,2,7,True,True,0.02081214539225031,0.049015095233674665,0.0,0.04872196505391491,
AedeomyiaAedeomyia,6,2,6,True,True,0.018629203596890853,0.029363518643337652,0.0,0.017829005401551364,
AedeomyiaLepiothauma,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Aedini,1257,122,1257,True,True,0.1632593725418691,0.29609092807341264,0.071633678334176,0.22140945822263897,
BironellaBrugella,3,0,3,False,True,,0.367813454620395,,0.0,
BironellaNeobironella,3,0,3,False,True,,0.07943679225328527,,0.0,
Chagasia,5,2,5,True,True,0.02529653923073038,0.051449512144727816,0.0,0.03911205358499641,
ChagasiaChagasia,5,2,5,True,True,0.02529653923073038,0.051449512144727816,0.0,0.03911205358499641,
Culicinae,3074,208,3074,True,True,0.31650749156972946,0.18740721523697101,0.2589474044229961,0.10320149752223995,
__TAXONOMIC_ROOT__,3563,259,3563,True,True,0.35404089569747826,0.42035392738102384,0.3096833302964832,0.3791438916131612,
Culicidae,3563,259,3563,True,True,0.35404089569747826,0.42035392738102384,0.3096833302964832,0.3791438916131612,
Anophelinae,489,51,489,True,True,0.3267271104550249,1.0000000282819324,0.3069198983149194,1.0000000272819323,
None,489,51,489,True,True,0.3267271104550249,1.0000000282819324,0.3069198983149194,1.0000000272819323,
Anopheles,476,49,476,True,True,0.31883616638506135,0.4930558238107207,0.292293004154851,0.4745303548607114,
Aedes,932,,,False,False,,,,,
AedesAbraedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesAcartomyia,3,0,3,False,True,,0.4859354818714908,,0.0,
AedesAedes,12,1,12,True,True,0.001000000001,0.09405363920723346,1.0000000010000002e-12,0.009114355733285144,
AedesAedimorphus,66,,,False,False,,,,,
AedesAlanstonea,2,0,2,False,True,,3.3067445689919164,,0.0,
AedesAlbuginosus,9,0,9,False,True,,0.2794951831166372,,0.0,
AedesAyurakitia,2,0,2,False,True,,0.19282808412749344,,0.0,
AedesAztecaedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBelkinius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBifidistylus,2,0,2,False,True,,11.416953152628217,,0.0,
AedesBorichinda,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBothaella,6,0,6,False,True,,0.141899294532843,,0.11341949735969736,
AedesBruceharrisonius,9,0,9,False,True,,0.4588798001399309,,0.4587379372055544,
AedesCancraedes,10,0,10,False,True,,0.23424652703968088,,0.0,
AedesCatageiomyia,28,1,28,True,True,0.001000000001,0.1146543523257779,1.0000000010000002e-12,0.0,
AedesCatatassomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesChristophersiomyia,5,0,5,False,True,,0.3623793649054912,,0.0,
AedesCoetzeemyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesCollessius,9,0,9,False,True,,0.23001758347797208,,0.0,
AedesCornetius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesDahliana,3,1,3,True,True,0.001000000001,0.026779651968051665,1.0000000010000002e-12,0.0,
AedesDanielsia,3,0,3,False,True,,0.3185601256384549,,0.0,
AedesDendroskusea,5,0,5,False,True,,0.22887259880045244,,0.05973484354010591,
AedesDiceromyia,8,2,8,True,True,0.08796041826824388,0.09061425781306263,0.0,0.0,
AedesDobrotworskyius,7,5,7,True,True,0.08417849136347792,0.09024343724881359,0.0,0.0,
AedesDownsiomyia,30,0,30,False,True,,0.30837372825487025,,0.09539602634139734,
AedesEdwardsaedes,3,0,3,False,True,,0.4569925017681911,,0.17116784952680522,
AedesElpeytonius,2,0,2,False,True,,0.9007417042100815,,0.0,
AedesFinlaya,64,,,False,False,,,,,
AedesFredwardsius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesGeorgecraigius,3,3,3,True,True,0.02820558131506598,0.02820558131506598,0.0,0.0,
AedesGeoskusea,10,0,10,False,True,,0.14812768897776085,,0.004861282944968607,
AedesGilesius,2,0,2,False,True,,0.1230645527947571,,0.0,
AedesGymnometopa,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesHalaedes,3,2,3,True,True,0.14322287814189613,0.03181891660068882,0.0,0.0,
AedesHimalaius,2,0,2,False,True,,0.11206250989054423,,0.0,
AedesHopkinsius,7,0,7,False,True,,0.17790736472703778,,0.0,
AedesHowardina,34,0,34,False,True,,0.3510803917271318,,0.020965936746069044,
AedesHuaedes,3,0,3,False,True,,0.40087172664924137,,0.0,
AedesHulecoeteomyia,14,1,14,True,True,0.001000000001,0.08739001290611735,1.0000000010000002e-12,0.0,
AedesIndusius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesIsoaedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesJarnellius,5,3,5,True,True,0.07806886732217821,0.09268448265953388,0.0,0.0,
AedesJihlienius,3,0,3,False,True,,1.0640620857147556,,0.0,
AedesKenknightia,12,0,12,False,True,,0.23042244013424476,,0.0,
AedesKompia,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesLeptosomatomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesLevua,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesLewnielsenius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesLorrainea,5,0,5,False,True,,0.23146431388277575,,0.08173725414406005,
AedesLuius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesMacleaya,11,2,11,True,True,0.07250801546520001,0.231771313177553,0.0,0.21409462381768254,
AedesMolpemyia,3,0,3,False,True,,0.12232143614359754,,0.0,
AedesMucidus,14,1,14,True,True,0.001000000001,0.0943828749430979,1.0000000010000002e-12,0.032959832454386474,
AedesNeomelaniconion,28,0,28,False,True,,0.35336108576013775,,0.009281267776549296,
AedesNyctomyia,2,0,2,False,True,,0.28721535734438675,,0.0,
AedesOchlerotatus,200,,,False,False,,,,,
AedesParaedes,8,0,8,False,True,,0.400213599940058,,0.0,
AedesPatmarksia,13,1,13,True,True,0.001000000001,0.14761370565232448,1.0000000010000002e-12,0.08966541785712624,
AedesPaulianius,8,0,8,False,True,,0.4352462819115231,,0.0,
AedesPetermattinglyius,5,0,5,False,True,,0.35277686241353134,,0.0,
AedesPhagomyia,16,0,16,False,True,,0.26171678398724213,,0.0,
AedesPolyleptiomyia,2,0,2,False,True,,1.7008986957404257,,0.0,
AedesProtomacleaya,39,4,39,True,True,0.1348934288231694,0.13356666081052346,0.0,0.047933167609066955,
AedesPseudalbuginosus,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesPseudarmigeres,5,0,5,False,True,,0.08870302121096264,,0.0,
AedesRampamyia,3,2,3,True,True,0.0369122326227242,0.04674296813925586,0.0,0.0,
AedesRhinoskusea,4,0,4,False,True,,0.23383524361228283,,0.0,
AedesSallumia,2,0,2,False,True,,0.310759205464731,,0.0,
AedesScutomyia,9,0,9,False,True,,0.47750120288012193,,0.0,
AedesSkusea,4,1,4,True,True,0.001000000001,0.20690980081649285,1.0000000010000002e-12,0.0,
AedesStegomyia,128,,,False,False,,,,,
AedesTanakaius,2,0,2,False,True,,0.4303721638842459,,0.0,
AedesTewarius,4,0,4,False,True,,0.30130908938589424,,0.0,
AedesVansomerenis,3,0,3,False,True,,0.24939810612405075,,0.0,
AedesZavortinkius,11,0,11,False,True,,0.4066862478963687,,0.0,
Armigeres,58,2,58,True,True,0.14651999220678696,0.2084465032359166,0.0,0.10254093104935146,
ArmigeresArmigeres,40,2,40,True,True,0.12848517749384952,0.15478231602977988,0.0,0.040248029638639646,
ArmigeresLeicesteria,18,0,18,False,True,,0.3510351273295748,,0.2674755626204166,
Eretmapodites,48,1,48,True,True,0.001000000001,0.1543896071247386,1.0000000010000002e-12,0.03128456999381252,
EretmapoditesEretmapodites,48,1,48,True,True,0.001000000001,0.1543896071247386,1.0000000010000002e-12,0.03128456999381252,
Haemagogus,28,2,28,True,True,0.09459149717101392,0.12091975460190779,0.0,0.006480160632693836,
HaemagogusConopostegus,4,1,4,True,True,0.001000000001,0.049376740936506215,1.0000000010000002e-12,0.0,
HaemagogusHaemagogus,24,1,24,True,True,0.001000000001,0.1343741224120068,1.0000000010000002e-12,0.012184044636290803,
Heizmannia,38,0,38,False,True,,0.2482398943277445,,0.0,
HeizmanniaHeizmannia,38,0,38,False,True,,0.2482398943277445,,0.0,
Opifex,2,1,2,True,True,0.001000000001,0.044610215442931214,1.0000000010000002e-12,0.0,
Opifex__subgenus__,2,1,2,True,True,0.001000000001,0.044610215442931214,1.0000000010000002e-12,0.0,
Psorophora,49,14,49,True,True,0.08151723818675818,0.10633269505458696,0.0,0.03311261690045012,
PsorophoraGrabhamia,16,6,16,True,True,0.07120162018356656,0.13304285128738316,0.0,0.09281283882948711,
PsorophoraJanthinosoma,23,5,23,True,True,0.08823313698967833,0.10122760919472845,0.0,0.0,
PsorophoraPsorophora,10,3,10,True,True,0.06856422585964195,0.05873762616342267,0.0,0.005335388111962143,
Udaya,3,0,3,False,True,,0.22681778589484436,,0.0,
UdayaUdaya,3,0,3,False,True,,0.22681778589484436,,0.0,
Verrallina,95,3,95,True,True,0.29764599018688376,1.0000000282819324,0.0,1.0000000272819323,
VerrallinaHarbachius,13,0,13,False,True,,0.46913575738628654,,0.0,
VerrallinaNeomacleaya,52,0,52,False,True,,1.0000000282819324,,1.0000000272819323,
VerrallinaVerrallina,30,3,30,True,True,0.2016107535850001,0.2131509856279889,0.0,0.0,
Zeugnomyia,4,0,4,False,True,,0.12238824600028793,,0.0,
CulexAedinus,4,1,4,True,True,0.001000000001,0.1769319569137511,1.0000000010000002e-12,0.02969798009727627,
CulexAfroculex,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexAllimanta,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexAnoedioporpa,12,0,12,False,True,,1.0000000282819324,,1.0000000272819323,
CulexBarraudius,4,0,4,False,True,,0.733831656903286,,0.0,
CulexBelkinomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexCarrollia,18,0,18,False,True,,1.0000000282819324,,1.0000000272819323,
CulexCulex,201,,,False,False,,,,,
CulexCuliciomyia,54,1,54,True,True,0.001000000001,0.3270079109887723,1.0000000010000002e-12,0.29195920841317474,
CulexEumelanomyia,77,0,77,False,True,,1.0000000282819324,,1.0000000272819323,
CulexMicraedes,8,2,8,True,True,0.24469763952450568,0.2642212819961814,0.0,0.19810494663680972,
CulexMicroculex,33,1,33,True,True,0.001000000001,0.10639073502530487,1.0000000010000002e-12,0.04996256966730694,
CulexNeoculex,26,,,False,False,,,,,
CulexNicaromyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexOculeomyia,19,2,19,True,True,0.166729725222924,0.23092965993017786,0.0,0.09187320024478175,
CulexKitzmilleria,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexLasiosiphon,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexLophoceraomyia,112,2,112,True,True,0.24777926769838235,0.3953296793498838,0.0,0.3479686023313496,
