node,taxonomy_tips,backbone_tips,simulated_tips,backbone_monophyletic,simulated_monophyletic,backbone_birth,simulated_birth,backbone_death,simulated_death,warnings

AnophelesAnopheles,185,,,False,False,,,,,
AnophelesBaimaia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AnophelesCellia,225,22,225,True,True,0.5184515291822586,0.6249269975651033,0.48934345981710153,0.6007807378986407,
AnophelesChristya,2,0,2,False,True,,1.2965856270334366,,0.0,
AnophelesKerteszia,12,1,12,True,True,0.001000000001,0.07131126662487808,1.0000000010000002e-12,0.04034232950740371,
AnophelesLophopodomyia,6,1,6,True,True,0.001000000001,0.03660056789577237,1.0000000010000002e-12,0.0,
AnophelesNyssorhynchus,40,8,40,True,True,0.09315637412142212,0.10050650675160558,0.007549867585696832,0.000837318396796343,
AnophelesStethomyia,5,1,5,True,True,0.001000000001,0.1201558884411257,1.0000000010000002e-12,0.0362036027865427,
Bironella,8,0,8,False,True,,1.0000000282819324,,1.0000000272819323,
BironellaBironella,2,0,2,False,True,,1.010631376376324,,0.0,
__TAXONOMIC_ROOT__,3563,259,3563,True,True,0.35404089569747826,1.0000000282819324,0.3096833302964832,1.0000000272819323,
Culicidae,3563,259,3563,True,True,0.35404089569747826,1.0000000282819324,0.3096833302964832,1.0000000272819323,
Anophelinae,489,51,489,True,True,0.3267271104550249,1.0000000282819324,0.3069198983149194,1.0000000272819323,
None,489,51,489,True,True,0.3267271104550249,1.0000000282819324,0.3069198983149194,1.0000000272819323,
Anopheles,476,49,476,True,True,0.31883616638506135,0.3208289678808121,0.292293004154851,0.2928456709264689,
Aedeomyiini,7,2,7,True,True,0.02081214539225031,0.048329491506017924,0.0,0.043088220021528734,
Aedeomyia,7,2,7,True,True,0.02081214539225031,0.048329491506017924,0.0,0.043088220021528734,
AedeomyiaAedeomyia,6,2,6,True,True,0.018629203596890853,0.0676292264498137,0.0,0.06762857189289934,
AedeomyiaLepiothauma,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Aedini,1257,122,1257,True,True,0.1632593725418691,0.2972128602320345,0.071633678334176,0.22283501210403361,
BironellaBrugella,3,0,3,False,True,,0.3552812274360036,,0.0,
BironellaNeobironella,3,0,3,False,True,,0.7015678434175079,,0.0,
Chagasia,5,2,5,True,True,0.02529653923073038,0.04017251137039889,0.0,0.03353564057459346,
ChagasiaChagasia,5,2,5,True,True,0.02529653923073038,0.04017251137039889,0.0,0.03353564057459346,
Culicinae,3074,208,3074,True,True,0.31650749156972946,0.18740322161720846,0.2589474044229961,0.10492260203274462,
Aedes,932,,,False,False,,,,,
AedesAbraedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesAcartomyia,3,0,3,False,True,,0.7232118247221123,,0.0,
AedesAedes,12,1,12,True,True,0.001000000001,0.14040898138084315,1.0000000010000002e-12,0.0856566683938869,
AedesAedimorphus,66,,,False,False,,,,,
AedesAlanstonea,2,0,2,False,True,,1.3313950246458888,,0.0,
AedesAlbuginosus,9,0,9,False,True,,0.36898564151511104,,0.3152228148720696,
AedesAyurakitia,2,0,2,False,True,,0.6463231281332309,,0.0,
AedesAztecaedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBelkinius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBifidistylus,2,0,2,False,True,,0.2264568910273681,,0.0,
AedesBorichinda,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBothaella,6,0,6,False,True,,0.19177000734083133,,0.0,
AedesBruceharrisonius,9,0,9,False,True,,0.4222836228175113,,0.25462180556242126,
AedesCancraedes,10,0,10,False,True,,0.3105454850041974,,0.17420940970564155,
AedesCatageiomyia,28,1,28,True,True,0.001000000001,0.14451201772990663,1.0000000010000002e-12,0.05898679452316026,
AedesCatatassomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesChristophersiomyia,5,0,5,False,True,,1.0000000282819324,,1.0000000272819323,
AedesCoetzeemyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesCollessius,9,0,9,False,True,,0.16022589560065048,,0.0,
AedesCornetius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesDahliana,3,1,3,True,True,0.001000000001,0.06956182932575568,1.0000000010000002e-12,0.0,
AedesDanielsia,3,0,3,False,True,,0.29743848920175087,,0.0,
AedesDendroskusea,5,0,5,False,True,,0.08492301924323936,,0.06110329659966982,
AedesDiceromyia,8,2,8,True,True,0.08796041826824388,0.1754846275089369,0.0,0.0995615855317586,
AedesDobrotworskyius,7,5,7,True,True,0.08417849136347792,0.0924129733985765,0.0,0.0,
AedesDownsiomyia,30,0,30,False,True,,0.27545635824533815,,0.0,
AedesEdwardsaedes,3,0,3,False,True,,0.1901094522426296,,0.10343892756468873,
AedesElpeytonius,2,0,2,False,True,,0.39538658473025146,,0.0,
AedesFinlaya,64,,,False,False,,,,,
AedesFredwardsius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesGeorgecraigius,3,3,3,True,True,0.02820558131506598,0.02820558131506598,0.0,0.0,
AedesGeoskusea,10,0,10,False,True,,0.19308956205937566,,0.06791701502829835,
AedesGilesius,2,0,2,False,True,,0.16083556004976787,,0.0,
AedesGymnometopa,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesHalaedes,3,2,3,True,True,0.14322287814189613,0.052043369992150416,0.0,0.0,
AedesHimalaius,2,0,2,False,True,,6.291987832286411,,0.0,
AedesHopkinsius,7,0,7,False,True,,0.20325964559200424,,0.0,
AedesHowardina,34,0,34,False,True,,0.38592014083300424,,0.1822347425047893,
AedesHuaedes,3,0,3,False,True,,0.7569097784965491,,0.0,
AedesHulecoeteomyia,14,1,14,True,True,0.001000000001,0.16535378319465655,1.0000000010000002e-12,0.1348455587307981,
AedesIndusius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesIsoaedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesJarnellius,5,3,5,True,True,0.07806886732217821,0.09032844643173171,0.0,0.0,
AedesJihlienius,3,0,3,False,True,,0.23067801379635886,,0.0,
AedesKenknightia,12,0,12,False,True,,0.5383175866576029,,0.46198509098780366,
AedesKompia,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesLeptosomatomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesLevua,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesLewnielsenius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesLorrainea,5,0,5,False,True,,0.47722768560856765,,0.0,
AedesLuius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesMacleaya,11,2,11,True,True,0.07250801546520001,0.17357193334218762,0.0,0.12862762770343017,
AedesMolpemyia,3,0,3,False,True,,0.6740469565421179,,0.0,
AedesMucidus,14,1,14,True,True,0.001000000001,0.1361828826843463,1.0000000010000002e-12,0.05199185613277982,
AedesNeomelaniconion,28,0,28,False,True,,0.47479178473643713,,0.4071870240942877,
AedesNyctomyia,2,0,2,False,True,,0.14417530312353685,,0.0,
AedesOchlerotatus,200,,,False,False,,,,,
AedesParaedes,8,0,8,False,True,,0.2879542293654147,,0.10238693704955915,
AedesPatmarksia,13,1,13,True,True,0.001000000001,0.2192681915335846,1.0000000010000002e-12,0.15766194525032404,
AedesPaulianius,8,0,8,False,True,,0.47104835789106975,,0.0,
AedesPetermattinglyius,5,0,5,False,True,,0.23301184156414115,,0.0,
AedesPhagomyia,16,0,16,False,True,,0.23406628901798,,0.0,
AedesPolyleptiomyia,2,0,2,False,True,,0.05455240479565409,,0.0,
AedesProtomacleaya,39,4,39,True,True,0.1348934288231694,0.16702149454293475,0.0,0.06717875133241655,
AedesPseudalbuginosus,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesPseudarmigeres,5,0,5,False,True,,0.15250569940439637,,0.0,
AedesRampamyia,3,2,3,True,True,0.0369122326227242,0.04359624506240491,0.0,0.0,
AedesRhinoskusea,4,0,4,False,True,,0.10410723990906427,,0.0,
AedesSallumia,2,0,2,False,True,,0.5218594082102523,,0.0,
AedesScutomyia,9,0,9,False,True,,0.3036058084022146,,0.04656298842379471,
AedesSkusea,4,1,4,True,True,0.001000000001,0.13959233224786727,1.0000000010000002e-12,0.1125780070065666,
AedesStegomyia,128,,,False,False,,,,,
AedesTanakaius,2,0,2,False,True,,1.6698030747772175,,0.0,
AedesTewarius,4,0,4,False,True,,0.2707916483637189,,0.0,
AedesVansomerenis,3,0,3,False,True,,1.4933685382873898,,0.0,
AedesZavortinkius,11,0,11,False,True,,0.2339361027897396,,0.0,
Armigeres,58,2,58,True,True,0.14651999220678696,0.2950730172343317,0.0,0.2319244481379952,
ArmigeresArmigeres,40,2,40,True,True,0.12848517749384952,0.17820248638691844,0.0,0.08368061509515619,
ArmigeresLeicesteria,18,0,18,False,True,,0.512883387246723,,0.3125142390981459,
Eretmapodites,48,1,48,True,True,0.001000000001,0.16963131337265275,1.0000000010000002e-12,0.0963723903786462,
EretmapoditesEretmapodites,48,1,48,True,True,0.001000000001,0.16963131337265275,1.0000000010000002e-12,0.0963723903786462,
Haemagogus,28,2,28,True,True,0.09459149717101392,0.21493542944429647,0.0,0.15319400256886206,
HaemagogusConopostegus,4,1,4,True,True,0.001000000001,0.103135908713788,1.0000000010000002e-12,0.0,
HaemagogusHaemagogus,24,1,24,True,True,0.001000000001,0.231420316662798,1.0000000010000002e-12,0.1710217713293138,
Heizmannia,38,0,38,False,True,,0.2588537830077777,,0.12075204014364559,
HeizmanniaHeizmannia,38,0,38,False,True,,0.2588537830077777,,0.12075204014364559,
Opifex,2,1,2,True,True,0.001000000001,0.052542462212446676,1.0000000010000002e-12,0.0,
Opifex__subgenus__,2,1,2,True,True,0.001000000001,0.052542462212446676,1.0000000010000002e-12,0.0,
Psorophora,49,14,49,True,True,0.08151723818675818,0.08318361074567615,0.0,0.0,
PsorophoraGrabhamia,16,6,16,True,True,0.07120162018356656,0.07441245563486315,0.0,0.0,
PsorophoraJanthinosoma,23,5,23,True,True,0.08823313698967833,0.0952824954443174,0.0,0.0,
PsorophoraPsorophora,10,3,10,True,True,0.06856422585964195,0.06193930802029528,0.0,0.0,
Udaya,3,0,3,False,True,,0.5026066274700941,,0.0,
UdayaUdaya,3,0,3,False,True,,0.5026066274700941,,0.0,
Verrallina,95,3,95,True,True,0.29764599018688376,0.3794103019261287,0.0,0.2638466876806903,
VerrallinaHarbachius,13,0,13,False,True,,0.3168647844199497,,0.0,
VerrallinaNeomacleaya,52,0,52,False,True,,0.46514376592625056,,0.3256186030228673,
VerrallinaVerrallina,30,3,30,True,True,0.2016107535850001,0.24143497043734904,0.0,0.15280391312346228,
Zeugnomyia,4,0,4,False,True,,0.9063043144822195,,0.2243927578565696,
CulexAedinus,4,1,4,True,True,0.001000000001,0.14222670120039566,1.0000000010000002e-12,0.1421692967822891,
CulexAfroculex,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexAllimanta,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexAnoedioporpa,12,0,12,False,True,,0.6782896168434012,,0.678053893115515,
CulexBarraudius,4,0,4,False,True,,0.7653815952460772,,0.0,
CulexBelkinomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexCarrollia,18,0,18,False,True,,0.9671845968682874,,0.8990106537817876,
CulexCulex,201,,,False,False,,,,,
CulexCuliciomyia,54,1,54,True,True,0.001000000001,0.26623812811702613,1.0000000010000002e-12,0.23304031440245362,
CulexEumelanomyia,77,0,77,False,True,,1.0000000282819324,,1.0000000272819323,
CulexKitzmilleria,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexLasiosiphon,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexLophoceraomyia,112,2,112,True,True,0.24777926769838235,0.39258161371222894,0.0,0.29569211938457557,
CulexMaillotia,9,0,9,False,True,,0.5861979834720723,,0.0,
CulexMelanoconion,160,,,False,False,,,,,
CulexMicraedes,8,2,8,True,True,0.24469763952450568,0.2486924124056678,0.0,0.0,
CulexMicroculex,33,1,33,True,True,0.001000000001,1.0000000282819324,1.0000000010000002e-12,1.0000000272819323,
CulexNeoculex,26,,,False,False,,,,,
