node,taxonomy_tips,backbone_tips,simulated_tips,backbone_monophyletic,simulated_monophyletic,backbone_birth,simulated_birth,backbone_death,simulated_death,warnings

AnophelesAnopheles,185,,,False,False,,,,,
AnophelesBaimaia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AnophelesCellia,225,22,225,True,True,0.5184515291822586,1.0000000282819324,0.48934345981710153,1.0000000272819323,
AnophelesChristya,2,0,2,False,True,,1.159329638640668,,0.0,
AnophelesKerteszia,12,1,12,True,True,0.001000000001,0.059018791152975245,1.0000000010000002e-12,0.028258026848660835,
AnophelesLophopodomyia,6,1,6,True,True,0.001000000001,0.08218465818502652,1.0000000010000002e-12,0.056349706916590865,
AnophelesNyssorhynchus,40,8,40,True,True,0.09315637412142212,0.13250736294574797,0.007549867585696832,0.053783907695354745,
AnophelesStethomyia,5,1,5,True,True,0.001000000001,0.07417752603812287,1.0000000010000002e-12,0.0,
Bironella,8,0,8,False,True,,0.35520464132480434,,0.35505282151454015,
BironellaBironella,2,0,2,False,True,,0.06909986005982126,,0.0,
Aedeomyiini,7,2,7,True,True,0.02081214539225031,0.05605673236460569,0.0,0.05605620589982648,
Aedeomyia,7,2,7,True,True,0.02081214539225031,0.05605673236460569,0.0,0.05605620589982648,
AedeomyiaAedeomyia,6,2,6,True,True,0.018629203596890853,0.07678874369000491,0.0,0.07678748255305612,
AedeomyiaLepiothauma,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Aedini,1257,122,1257,True,True,0.1632593725418691,0.25928608020768285,0.071633678334176,0.17582847953215433,
__TAXONOMIC_ROOT__,3563,259,3563,True,True,0.35404089569747826,0.4326114276710239,0.3096833302964832,0.3901184118105366,
Culicidae,3563,259,3563,True,True,0.35404089569747826,0.4326114276710239,0.3096833302964832,0.3901184118105366,
Anophelinae,489,51,489,True,True,0.3267271104550249,0.4535178657364492,0.3069198983149194,0.4380029063786083,
None,489,51,489,True,True,0.3267271104550249,0.4535178657364492,0.3069198983149194,0.4380029063786083,
Anopheles,476,49,476,True,True,0.31883616638506135,0.44754874603692574,0.292293004154851,0.425444249508558,
BironellaBrugella,3,0,3,False,True,,1.118563003148298,,0.0,
BironellaNeobironella,3,0,3,False,True,,0.5014426762084949,,0.0,
Chagasia,5,2,5,True,True,0.02529653923073038,0.2138059154079653,0.0,0.21380581454374706,
ChagasiaChagasia,5,2,5,True,True,0.02529653923073038,0.2138059154079653,0.0,0.21380581454374706,
Culicinae,3074,208,3074,True,True,0.31650749156972946,0.4246131713756911,0.2589474044229961,0.3724120429351817,
Aedes,932,,,False,False,,,,,
AedesAbraedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesAcartomyia,3,0,3,False,True,,0.4671602785453356,,0.0,
AedesAedes,12,1,12,True,True,0.001000000001,0.09341518624540014,1.0000000010000002e-12,0.042183251224670364,
AedesAedimorphus,66,,,False,False,,,,,
AedesAlanstonea,2,0,2,False,True,,0.0478377874226092,,0.0,
AedesAlbuginosus,9,0,9,False,True,,0.2231482088557025,,0.0,
AedesAyurakitia,2,0,2,False,True,,0.16320088922198908,,0.0,
AedesAztecaedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBelkinius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBifidistylus,2,0,2,False,True,,0.11917026822726606,,0.0,
AedesBorichinda,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBothaella,6,0,6,False,True,,0.32372496977171816,,0.2821558452878684,
AedesBruceharrisonius,9,0,9,False,True,,0.3457319191820362,,0.0,
AedesCancraedes,10,0,10,False,True,,0.12263282476010325,,0.03682710892555225,
AedesCatageiomyia,28,1,28,True,True,0.001000000001,0.11355449655892347,1.0000000010000002e-12,0.012554322627271228,
AedesCatatassomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesChristophersiomyia,5,0,5,False,True,,0.15755037067343972,,0.0,
AedesCoetzeemyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesCollessius,9,0,9,False,True,,0.2921417572754682,,0.0,
AedesCornetius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesDahliana,3,1,3,True,True,0.001000000001,0.05149514336811751,1.0000000010000002e-12,0.0,
AedesDanielsia,3,0,3,False,True,,0.3255437094357043,,0.0,
AedesDendroskusea,5,0,5,False,True,,0.13903586046219626,,0.06114501254923175,
AedesDiceromyia,8,2,8,True,True,0.08796041826824388,0.1093088680396812,0.0,0.05311408040736839,
AedesDobrotworskyius,7,5,7,True,True,0.08417849136347792,0.08343898164979545,0.0,0.0,
AedesDownsiomyia,30,0,30,False,True,,0.29759146940683506,,0.0,
AedesEdwardsaedes,3,0,3,False,True,,0.15365641933864305,,0.0,
AedesElpeytonius,2,0,2,False,True,,0.12083095093141863,,0.0,
AedesFinlaya,64,,,False,False,,,,,
AedesFredwardsius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesGeorgecraigius,3,3,3,True,True,0.02820558131506598,0.02820558131506598,0.0,0.0,
AedesGeoskusea,10,0,10,False,True,,0.26843943083963684,,0.0,
AedesGilesius,2,0,2,False,True,,0.14641738660723458,,0.0,
AedesGymnometopa,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesHalaedes,3,2,3,True,True,0.14322287814189613,0.1762847817519294,0.0,0.0,
AedesHimalaius,2,0,2,False,True,,1.7698417200156586,,0.0,
AedesHopkinsius,7,0,7,False,True,,0.4845995634290311,,0.0,
AedesHowardina,34,0,34,False,True,,0.3113500351551503,,0.20057975751199134,
AedesHuaedes,3,0,3,False,True,,0.21413268408301825,,0.0,
AedesHulecoeteomyia,14,1,14,True,True,0.001000000001,0.12562852256369766,1.0000000010000002e-12,0.0,
AedesIndusius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesIsoaedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesJarnellius,5,3,5,True,True,0.07806886732217821,0.0670155359676943,0.0,0.0,
AedesJihlienius,3,0,3,False,True,,0.2380820322875634,,0.0,
AedesKenknightia,12,0,12,False,True,,0.3154518929707798,,0.17509013637161006,
AedesKompia,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesLeptosomatomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesLevua,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesLewnielsenius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesLorrainea,5,0,5,False,True,,0.236839602038795,,0.0,
AedesLuius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesMacleaya,11,2,11,True,True,0.07250801546520001,0.08591865850808565,0.0,0.0,
AedesMolpemyia,3,0,3,False,True,,0.1068995988557759,,0.0,
AedesMucidus,14,1,14,True,True,0.001000000001,0.1275934438773541,1.0000000010000002e-12,0.07124232990947049,
AedesNeomelaniconion,28,0,28,False,True,,0.41140375358123005,,0.23810580689488142,
AedesNyctomyia,2,0,2,False,True,,1.1694210031074728,,0.0,
AedesOchlerotatus,200,,,False,False,,,,,
AedesParaedes,8,0,8,False,True,,0.11291252685761824,,0.0,
AedesPatmarksia,13,1,13,True,True,0.001000000001,0.09666696140915884,1.0000000010000002e-12,0.0,
AedesPaulianius,8,0,8,False,True,,0.48904381642567063,,0.0,
AedesPetermattinglyius,5,0,5,False,True,,0.2359481977454343,,0.0,
AedesPhagomyia,16,0,16,False,True,,0.18389613060598134,,0.0,
AedesPolyleptiomyia,2,0,2,False,True,,0.16356332851051805,,0.0,
AedesProtomacleaya,39,4,39,True,True,0.1348934288231694,0.22995824735348996,0.0,0.11672472659174661,
AedesPseudalbuginosus,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesPseudarmigeres,5,0,5,False,True,,0.1564606361850454,,0.0,
AedesRampamyia,3,2,3,True,True,0.0369122326227242,0.040116863303522945,0.0,0.0,
AedesRhinoskusea,4,0,4,False,True,,0.12213695162248585,,0.04772004483255563,
AedesSallumia,2,0,2,False,True,,0.12447861021251985,,0.0,
AedesScutomyia,9,0,9,False,True,,0.22585213109677174,,0.04919339640709444,
AedesSkusea,4,1,4,True,True,0.001000000001,0.1185348083914709,1.0000000010000002e-12,0.0,
AedesStegomyia,128,,,False,False,,,,,
AedesTanakaius,2,0,2,False,True,,0.2119676463540765,,0.0,
AedesTewarius,4,0,4,False,True,,0.13828285967889828,,0.0,
AedesVansomerenis,3,0,3,False,True,,0.3431608143495871,,0.3057401663800179,
AedesZavortinkius,11,0,11,False,True,,0.40920425016772627,,0.34120562772961044,
Armigeres,58,2,58,True,True,0.14651999220678696,0.18799628163555812,0.0,0.0666687265301127,
ArmigeresArmigeres,40,2,40,True,True,0.12848517749384952,0.14466870092591025,0.0,0.0,
ArmigeresLeicesteria,18,0,18,False,True,,0.29337975739506267,,0.22724772579049002,
Eretmapodites,48,1,48,True,True,0.001000000001,0.11577085874711504,1.0000000010000002e-12,0.026117509676320327,
EretmapoditesEretmapodites,48,1,48,True,True,0.001000000001,0.11577085874711504,1.0000000010000002e-12,0.026117509676320327,
Haemagogus,28,2,28,True,True,0.09459149717101392,0.12001411373771478,0.0,0.0,
HaemagogusConopostegus,4,1,4,True,True,0.001000000001,0.06769519270944434,1.0000000010000002e-12,0.0,
HaemagogusHaemagogus,24,1,24,True,True,0.001000000001,0.13431549574843588,1.0000000010000002e-12,0.0,
Heizmannia,38,0,38,False,True,,0.2056359134230773,,0.07874292371249111,
HeizmanniaHeizmannia,38,0,38,False,True,,0.2056359134230773,,0.07874292371249111,
Opifex,2,1,2,True,True,0.001000000001,0.12403160534207572,1.0000000010000002e-12,0.0,
Opifex__subgenus__,2,1,2,True,True,0.001000000001,0.12403160534207572,1.0000000010000002e-12,0.0,
Psorophora,49,14,49,True,True,0.08151723818675818,0.08071058949280699,0.0,0.0,
PsorophoraGrabhamia,16,6,16,True,True,0.07120162018356656,0.10817799044684151,0.0,0.048423466719077594,
PsorophoraJanthinosoma,23,5,23,True,True,0.08823313698967833,0.07443984746078207,0.0,0.0,
PsorophoraPsorophora,10,3,10,True,True,0.06856422585964195,0.07324698802701594,0.0,0.0,
Udaya,3,0,3,False,True,,0.5366061711655306,,0.0,
UdayaUdaya,3,0,3,False,True,,0.5366061711655306,,0.0,
Verrallina,95,3,95,True,True,0.29764599018688376,0.24918615399699157,0.0,0.1054670605019576,
VerrallinaHarbachius,13,0,13,False,True,,0.21278566345854455,,0.09671706730812572,
VerrallinaNeomacleaya,52,0,52,False,True,,0.49398037188977284,,0.36336739549788066,
VerrallinaVerrallina,30,3,30,True,True,0.2016107535850001,0.1802512811280004,0.0,0.06529331698600627,
Zeugnomyia,4,0,4,False,True,,1.0473459375305394,,0.0,
CulexAedinus,4,1,4,True,True,0.001000000001,0.17225883248387816,1.0000000010000002e-12,0.1721704970136328,
CulexAfroculex,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexAllimanta,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexAnoedioporpa,12,0,12,False,True,,0.4624140976622227,,0.3891091545803983,
CulexBarraudius,4,0,4,False,True,,1.7311862971209844,,0.0,
CulexBelkinomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexCarrollia,18,0,18,False,True,,0.747728106770121,,0.17778758091648986,
CulexCulex,201,,,False,False,,,,,
CulexCuliciomyia,54,1,54,True,True,0.001000000001,0.36737946807566524,1.0000000010000002e-12,0.29834739745943983,
CulexEumelanomyia,77,0,77,False,True,,0.9402097745164711,,0.7425597903879922,
CulexMicraedes,8,2,8,True,True,0.24469763952450568,0.30283841601819883,0.0,0.0,
CulexMicroculex,33,1,33,True,True,0.001000000001,0.09308159511060989,1.0000000010000002e-12,0.0524036416088517,
CulexNeoculex,26,,,False,False,,,,,
CulexNicaromyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexOculeomyia,19,2,19,True,True,0.166729725222924,0.7831986662837253,0.0,0.7647809568715698,
CulexKitzmilleria,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexLasiosiphon,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexLophoceraomyia,112,2,112,True,True,0.24777926769838235,0.4784588576441703,0.0,0.38881706248701875,
