node,taxonomy_tips,backbone_tips,simulated_tips,backbone_monophyletic,simulated_monophyletic,backbone_birth,simulated_birth,backbone_death,simulated_death,warnings

AnophelesAnopheles,185,,,False,False,,,,,
AnophelesBaimaia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AnophelesCellia,225,22,225,True,True,0.5184515291822586,1.0000000282819324,0.48934345981710153,1.0000000272819323,
AnophelesChristya,2,0,2,False,True,,0.5152426456396274,,0.0,
AnophelesKerteszia,12,1,12,True,True,0.001000000001,0.08652432650931008,1.0000000010000002e-12,0.03511904105696287,
AnophelesLophopodomyia,6,1,6,True,True,0.001000000001,0.04916095464980314,1.0000000010000002e-12,0.0,
AnophelesNyssorhynchus,40,8,40,True,True,0.09315637412142212,0.17125406312880728,0.007549867585696832,0.10916101673031299,
AnophelesStethomyia,5,1,5,True,True,0.001000000001,0.0625677646813996,1.0000000010000002e-12,0.0,
Bironella,8,0,8,False,True,,0.3556942857783498,,0.35549113416618794,
BironellaBironella,2,0,2,False,True,,3.5010531473513047,,0.0,
__TAXONOMIC_ROOT__,3563,259,3563,True,True,0.35404089569747826,1.0000000282819324,0.3096833302964832,1.0000000272819323,
Culicidae,3563,259,3563,True,True,0.35404089569747826,1.0000000282819324,0.3096833302964832,1.0000000272819323,
Anophelinae,489,51,489,True,True,0.3267271104550249,1.0000000282819324,0.3069198983149194,1.0000000272819323,
None,489,51,489,True,True,0.3267271104550249,1.0000000282819324,0.3069198983149194,1.0000000272819323,
Anopheles,476,49,476,True,True,0.31883616638506135,1.0000000282819324,0.292293004154851,1.0000000272819323,
Aedeomyiini,7,2,7,True,True,0.02081214539225031,0.07372014975550567,0.0,0.07371983382527754,
Aedeomyia,7,2,7,True,True,0.02081214539225031,0.07372014975550567,0.0,0.07371983382527754,
AedeomyiaAedeomyia,6,2,6,True,True,0.018629203596890853,0.12377336357373124,0.0,0.12374352822099047,
AedeomyiaLepiothauma,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Aedini,1257,122,1257,True,True,0.1632593725418691,0.24611977080539765,0.071633678334176,0.1664129450384895,
BironellaBrugella,3,0,3,False,True,,0.11478374029068703,,0.0,
BironellaNeobironella,3,0,3,False,True,,0.5598290376826617,,0.0,
Chagasia,5,2,5,True,True,0.02529653923073038,0.03141786078592351,0.0,5.934916483115635e-09,
ChagasiaChagasia,5,2,5,True,True,0.02529653923073038,0.03141786078592351,0.0,5.934916483115635e-09,
Culicinae,3074,208,3074,True,True,0.31650749156972946,0.3008467606083593,0.2589474044229961,0.23701946195586088,
Aedes,932,,,False,False,,,,,
AedesAbraedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesAcartomyia,3,0,3,False,True,,0.14149498184492756,,0.0,
AedesAedes,12,1,12,True,True,0.001000000001,0.08145179320963922,1.0000000010000002e-12,0.0,
AedesAedimorphus,66,,,False,False,,,,,
AedesAlanstonea,2,0,2,False,True,,0.6209005908419633,,0.0,
AedesAlbuginosus,9,0,9,False,True,,0.33126909091734225,,0.0,
AedesAyurakitia,2,0,2,False,True,,0.1324381478989198,,0.0,
AedesAztecaedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBelkinius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBifidistylus,2,0,2,False,True,,0.17349054397214442,,0.0,
AedesBorichinda,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBothaella,6,0,6,False,True,,0.1923166604057706,,0.0,
AedesBruceharrisonius,9,0,9,False,True,,0.2972813322850301,,0.2169189226036968,
AedesCancraedes,10,0,10,False,True,,0.3458876223090242,,0.2006356855057563,
AedesCatageiomyia,28,1,28,True,True,0.001000000001,0.13923174971556562,1.0000000010000002e-12,0.04520007232071922,
AedesCatatassomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesChristophersiomyia,5,0,5,False,True,,0.31337981768881434,,0.0,
AedesCoetzeemyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesCollessius,9,0,9,False,True,,0.5573747169058323,,0.0,
AedesCornetius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesDahliana,3,1,3,True,True,0.001000000001,0.05206323227860996,1.0000000010000002e-12,0.0,
AedesDanielsia,3,0,3,False,True,,0.4775559903125564,,0.0,
AedesDendroskusea,5,0,5,False,True,,0.5832626868209945,,0.0,
AedesDiceromyia,8,2,8,True,True,0.08796041826824388,0.08441624523606876,0.0,0.02471682218766829,
AedesDobrotworskyius,7,5,7,True,True,0.08417849136347792,0.08529096055679161,0.0,0.0,
AedesDownsiomyia,30,0,30,False,True,,0.2040262689178774,,0.01995574647365373,
AedesEdwardsaedes,3,0,3,False,True,,0.5076980853881689,,0.0,
AedesElpeytonius,2,0,2,False,True,,0.3494276022486347,,0.0,
AedesFinlaya,64,,,False,False,,,,,
AedesFredwardsius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesGeorgecraigius,3,3,3,True,True,0.02820558131506598,0.02820558131506598,0.0,0.0,
AedesGeoskusea,10,0,10,False,True,,0.1156281952860472,,0.0,
AedesGilesius,2,0,2,False,True,,1.5421395715804096,,0.0,
AedesGymnometopa,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesHalaedes,3,2,3,True,True,0.14322287814189613,0.09938526335473324,0.0,0.0,
AedesHimalaius,2,0,2,False,True,,0.12967042073842952,,0.0,
AedesHopkinsius,7,0,7,False,True,,0.15086229356048667,,0.0,
AedesHowardina,34,0,34,False,True,,0.34632495903847327,,0.18792059837480438,
AedesHuaedes,3,0,3,False,True,,0.1862021362599405,,0.0,
AedesHulecoeteomyia,14,1,14,True,True,0.001000000001,0.08439098417014292,1.0000000010000002e-12,0.03899697289103611,
AedesIndusius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesIsoaedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesJarnellius,5,3,5,True,True,0.07806886732217821,0.08684641527354331,0.0,0.0,
AedesJihlienius,3,0,3,False,True,,0.05915755808537161,,0.0,
AedesKenknightia,12,0,12,False,True,,0.2651509152096167,,0.020724454305822832,
AedesKompia,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesLeptosomatomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesLevua,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesLewnielsenius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesLorrainea,5,0,5,False,True,,0.4547682139141881,,0.0,
AedesLuius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesMacleaya,11,2,11,True,True,0.07250801546520001,0.06692759429736746,0.0,0.0,
AedesMolpemyia,3,0,3,False,True,,2.7100341907840035,,0.0,
AedesMucidus,14,1,14,True,True,0.001000000001,0.13028677793970733,1.0000000010000002e-12,0.0,
AedesNeomelaniconion,28,0,28,False,True,,0.4883044489591814,,0.4881588199604415,
AedesNyctomyia,2,0,2,False,True,,0.08794758384770172,,0.0,
AedesOchlerotatus,200,,,False,False,,,,,
AedesParaedes,8,0,8,False,True,,0.5056844043137408,,0.0,
AedesPatmarksia,13,1,13,True,True,0.001000000001,0.13444946536802022,1.0000000010000002e-12,0.0,
AedesPaulianius,8,0,8,False,True,,0.14745753117108315,,0.0,
AedesPetermattinglyius,5,0,5,False,True,,0.46454581461669797,,0.0,
AedesPhagomyia,16,0,16,False,True,,0.1374500636191846,,0.0,
AedesPolyleptiomyia,2,0,2,False,True,,0.047897419605066306,,0.0,
AedesProtomacleaya,39,4,39,True,True,0.1348934288231694,0.1401185571055448,0.0,0.0,
AedesPseudalbuginosus,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesPseudarmigeres,5,0,5,False,True,,0.26764592161919165,,0.0,
AedesRampamyia,3,2,3,True,True,0.0369122326227242,0.045750889138821096,0.0,0.0,
AedesRhinoskusea,4,0,4,False,True,,0.10837016227772041,,0.0,
AedesSallumia,2,0,2,False,True,,0.2928440412274658,,0.0,
AedesScutomyia,9,0,9,False,True,,0.4069853915416542,,0.0,
AedesSkusea,4,1,4,True,True,0.001000000001,0.10635277218120455,1.0000000010000002e-12,0.0,
AedesStegomyia,128,,,False,False,,,,,
AedesTanakaius,2,0,2,False,True,,0.5497671194515191,,0.0,
AedesTewarius,4,0,4,False,True,,0.2295395094361523,,0.0,
AedesVansomerenis,3,0,3,False,True,,0.1887219177402269,,0.0,
AedesZavortinkius,11,0,11,False,True,,0.1404231954823575,,0.0,
Armigeres,58,2,58,True,True,0.14651999220678696,0.14171718559998314,0.0,0.04619236362510593,
ArmigeresArmigeres,40,2,40,True,True,0.12848517749384952,0.11330658531243822,0.0,0.008614071144067538,
ArmigeresLeicesteria,18,0,18,False,True,,0.18015708598717411,,0.06782152597410382,
Eretmapodites,48,1,48,True,True,0.001000000001,0.09480395021590508,1.0000000010000002e-12,0.0,
EretmapoditesEretmapodites,48,1,48,True,True,0.001000000001,0.09480395021590508,1.0000000010000002e-12,0.0,
Haemagogus,28,2,28,True,True,0.09459149717101392,0.10854925502151859,0.0,0.013420670666658807,
HaemagogusConopostegus,4,1,4,True,True,0.001000000001,0.0372030694951832,1.0000000010000002e-12,0.0,
HaemagogusHaemagogus,24,1,24,True,True,0.001000000001,0.14887511432397135,1.0000000010000002e-12,0.06416812290687109,
Heizmannia,38,0,38,False,True,,0.3319086935156547,,0.20493539894078228,
HeizmanniaHeizmannia,38,0,38,False,True,,0.3319086935156547,,0.20493539894078228,
Opifex,2,1,2,True,True,0.001000000001,0.0855723015168131,1.0000000010000002e-12,0.0,
Opifex__subgenus__,2,1,2,True,True,0.001000000001,0.0855723015168131,1.0000000010000002e-12,0.0,
Psorophora,49,14,49,True,True,0.08151723818675818,0.08522219844556746,0.0,0.0,
PsorophoraGrabhamia,16,6,16,True,True,0.07120162018356656,0.10181665092537179,0.0,0.040909678517290576,
PsorophoraJanthinosoma,23,5,23,True,True,0.08823313698967833,0.08808862215189459,0.0,0.0,
PsorophoraPsorophora,10,3,10,True,True,0.06856422585964195,0.0689070537864898,0.0,0.0,
Udaya,3,0,3,False,True,,0.10165933118345065,,0.0,
UdayaUdaya,3,0,3,False,True,,0.10165933118345065,,0.0,
Verrallina,95,3,95,True,True,0.29764599018688376,0.3300742103311177,0.0,0.22585121081912538,
VerrallinaHarbachius,13,0,13,False,True,,0.22380996120183452,,0.041913494401409006,
VerrallinaNeomacleaya,52,0,52,False,True,,0.484808754291084,,0.3045693341507046,
VerrallinaVerrallina,30,3,30,True,True,0.2016107535850001,0.13697592636704045,0.0,0.028368435510907983,
Zeugnomyia,4,0,4,False,True,,0.3485393668684877,,0.0,
CulexAedinus,4,1,4,True,True,0.001000000001,0.12045077960046616,1.0000000010000002e-12,0.021546714534990515,
CulexAfroculex,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexAllimanta,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexAnoedioporpa,12,0,12,False,True,,0.47879494292322033,,0.0,
CulexBarraudius,4,0,4,False,True,,0.7666404761976792,,0.0,
CulexBelkinomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexCarrollia,18,0,18,False,True,,0.7399266578647583,,0.45594433060510037,
CulexCulex,201,,,False,False,,,,,
CulexCuliciomyia,54,1,54,True,True,0.001000000001,0.2622581646303237,1.0000000010000002e-12,0.16202753362270092,
CulexEumelanomyia,77,0,77,False,True,,1.0000000282819324,,1.0000000272819323,
CulexKitzmilleria,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexLasiosiphon,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexLophoceraomyia,112,2,112,True,True,0.24777926769838235,0.4428873783465831,0.0,0.38240527589689105,
CulexMaillotia,9,0,9,False,True,,1.0000000282819324,,1.0000000272819323,
CulexMelanoconion,160,,,False,False,,,,,
CulexMicraedes,8,2,8,True,True,0.24469763952450568,0.2734477198987817,0.0,0.2733900673387489,
CulexMicroculex,33,1,33,True,True,0.001000000001,0.3566835777594558,1.0000000010000002e-12,0.34865087300870296,
CulexNeoculex,26,,,False,False,,,,,
CulexNicaromyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
