node,taxonomy_tips,backbone_tips,simulated_tips,backbone_monophyletic,simulated_monophyletic,backbone_birth,simulated_birth,backbone_death,simulated_death,warnings

AnophelesAnopheles,185,,,False,False,,,,,
AnophelesBaimaia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AnophelesCellia,225,22,225,True,True,0.5184515291822586,0.6379981856487691,0.48934345981710153,0.6128330445874864,
AnophelesChristya,2,0,2,False,True,,0.13906696538243934,,0.0,
AnophelesKerteszia,12,1,12,True,True,0.001000000001,0.21002187331231487,1.0000000010000002e-12,0.12432522682787178,
AnophelesLophopodomyia,6,1,6,True,True,0.001000000001,0.026980125379421734,1.0000000010000002e-12,0.01978249384990565,
AnophelesNyssorhynchus,40,8,40,True,True,0.09315637412142212,0.10398614709929302,0.007549867585696832,0.0,
AnophelesStethomyia,5,1,5,True,True,0.001000000001,0.0488303703107797,1.0000000010000002e-12,0.0,
Bironella,8,0,8,False,True,,0.6369453124165253,,0.6369378666667115,
BironellaBironella,2,0,2,False,True,,0.941746064633269,,0.0,
Aedeomyiini,7,2,7,True,True,0.02081214539225031,0.04849930068589197,0.0,0.04147839257081119,
Aedeomyia,7,2,7,True,True,0.02081214539225031,0.04849930068589197,0.0,0.04147839257081119,
AedeomyiaAedeomyia,6,2,6,True,True,0.018629203596890853,0.0768181920607607,0.0,0.07681811230882332,
AedeomyiaLepiothauma,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Aedini,1257,122,1257,True,True,0.1632593725418691,0.27972020288394867,0.071633678334176,0.20329538825953397,
BironellaBrugella,3,0,3,False,True,,0.4874664589510128,,0.0,
BironellaNeobironella,3,0,3,False,True,,1.0000000282819324,,1.0000000272819323,
Chagasia,5,2,5,True,True,0.02529653923073038,0.03250572223742416,0.0,0.0,
ChagasiaChagasia,5,2,5,True,True,0.02529653923073038,0.03250572223742416,0.0,0.0,
Culicinae,3074,208,3074,True,True,0.31650749156972946,0.43863278282295215,0.2589474044229961,0.38877405941750676,
__TAXONOMIC_ROOT__,3563,259,3563,True,True,0.35404089569747826,0.20416623233954273,0.3096833302964832,0.13385972037835445,
Culicidae,3563,259,3563,True,True,0.35404089569747826,0.20416623233954273,0.3096833302964832,0.13385972037835445,
Anophelinae,489,51,489,True,True,0.3267271104550249,0.41611507326186153,0.3069198983149194,0.3988251585473279,
None,489,51,489,True,True,0.3267271104550249,0.41611507326186153,0.3069198983149194,0.3988251585473279,
Anopheles,476,49,476,True,True,0.31883616638506135,1.0000000282819324,0.292293004154851,1.0000000272819323,
Aedes,932,,,False,False,,,,,
AedesAbraedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesAcartomyia,3,0,3,False,True,,0.07009464415599924,,0.0,
AedesAedes,12,1,12,True,True,0.001000000001,0.0851112681447961,1.0000000010000002e-12,0.0,
AedesAedimorphus,66,,,False,False,,,,,
AedesAlanstonea,2,0,2,False,True,,0.2562388656221333,,0.0,
AedesAlbuginosus,9,0,9,False,True,,1.0000000282819324,,1.0000000272819323,
AedesAyurakitia,2,0,2,False,True,,0.1270797476202342,,0.0,
AedesAztecaedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBelkinius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBifidistylus,2,0,2,False,True,,0.12589866753288959,,0.0,
AedesBorichinda,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBothaella,6,0,6,False,True,,0.20408085574005913,,0.06658209506532935,
AedesBruceharrisonius,9,0,9,False,True,,0.40932068487411466,,0.2987661700464169,
AedesCancraedes,10,0,10,False,True,,0.3825511654031785,,0.38218201133731955,
AedesCatageiomyia,28,1,28,True,True,0.001000000001,0.12161206619947702,1.0000000010000002e-12,0.005417303610824316,
AedesCatatassomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesChristophersiomyia,5,0,5,False,True,,0.05371621006834273,,0.0,
AedesCoetzeemyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesCollessius,9,0,9,False,True,,0.3645482297458864,,0.31980979223885403,
AedesCornetius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesDahliana,3,1,3,True,True,0.001000000001,0.20776815464915518,1.0000000010000002e-12,0.0,
AedesDanielsia,3,0,3,False,True,,0.4838409984238322,,0.0,
AedesDendroskusea,5,0,5,False,True,,0.1579009310416786,,0.0,
AedesDiceromyia,8,2,8,True,True,0.08796041826824388,0.10734457956360689,0.0,0.0,
AedesDobrotworskyius,7,5,7,True,True,0.08417849136347792,0.08252586732347293,0.0,0.0,
AedesDownsiomyia,30,0,30,False,True,,0.23421838168936968,,0.15922994672313961,
AedesEdwardsaedes,3,0,3,False,True,,0.0761679115225402,,0.0,
AedesElpeytonius,2,0,2,False,True,,3.4190418756241376,,0.0,
AedesFinlaya,64,,,False,False,,,,,
AedesFredwardsius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesGeorgecraigius,3,3,3,True,True,0.02820558131506598,0.02820558131506598,0.0,0.0,
AedesGeoskusea,10,0,10,False,True,,0.357358747195949,,0.0,
AedesGilesius,2,0,2,False,True,,0.5809923050492821,,0.0,
AedesGymnometopa,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesHalaedes,3,2,3,True,True,0.14322287814189613,0.16408947147957928,0.0,0.0,
AedesHimalaius,2,0,2,False,True,,0.1262802695162444,,0.0,
AedesHopkinsius,7,0,7,False,True,,0.17790492059676216,,0.06020609078299294,
AedesHowardina,34,0,34,False,True,,0.3831727828346959,,0.14258214276273634,
AedesHuaedes,3,0,3,False,True,,0.5080969538720564,,0.0,
AedesHulecoeteomyia,14,1,14,True,True,0.001000000001,0.10163032958622163,1.0000000010000002e-12,0.0,
AedesIndusius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesIsoaedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesJarnellius,5,3,5,True,True,0.07806886732217821,0.06587388265085375,0.0,0.0,
AedesJihlienius,3,0,3,False,True,,0.07737090163121756,,0.0,
AedesKenknightia,12,0,12,False,True,,0.36107506394232003,,0.210624944141816,
AedesKompia,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesLeptosomatomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesLevua,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesLewnielsenius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesLorrainea,5,0,5,False,True,,0.17667497250952408,,0.0,
AedesLuius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesMacleaya,11,2,11,True,True,0.07250801546520001,0.12271423388524239,0.0,0.03342920738987948,
AedesMolpemyia,3,0,3,False,True,,0.32711879285518736,,0.0,
AedesMucidus,14,1,14,True,True,0.001000000001,0.12197909284085513,1.0000000010000002e-12,0.06716348684195096,
AedesNeomelaniconion,28,0,28,False,True,,0.376806461236175,,0.07966913552747332,
AedesNyctomyia,2,0,2,False,True,,2.7642574019769084,,0.0,
AedesOchlerotatus,200,,,False,False,,,,,
AedesParaedes,8,0,8,False,True,,0.19842580070414204,,0.0,
AedesPatmarksia,13,1,13,True,True,0.001000000001,0.19341417921417564,1.0000000010000002e-12,0.0,
AedesPaulianius,8,0,8,False,True,,1.465780026545873,,1.4503157070059776,
AedesPetermattinglyius,5,0,5,False,True,,0.5859341776623354,,0.2516741892105872,
AedesPhagomyia,16,0,16,False,True,,0.22379740169946558,,0.0,
AedesPolyleptiomyia,2,0,2,False,True,,0.4089960821231078,,0.0,
AedesProtomacleaya,39,4,39,True,True,0.1348934288231694,0.157123996982015,0.0,0.07203241550752751,
AedesPseudalbuginosus,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesPseudarmigeres,5,0,5,False,True,,0.21937025137009455,,0.0,
AedesRampamyia,3,2,3,True,True,0.0369122326227242,0.03996027142683007,0.0,0.0,
AedesRhinoskusea,4,0,4,False,True,,0.20161721011480568,,0.14598794355429423,
AedesSallumia,2,0,2,False,True,,1.6556787671654623,,0.0,
AedesScutomyia,9,0,9,False,True,,0.14312064786245507,,0.12444165893431773,
AedesSkusea,4,1,4,True,True,0.001000000001,0.11977131523520954,1.0000000010000002e-12,0.04864278114844113,
AedesStegomyia,128,,,False,False,,,,,
AedesTanakaius,2,0,2,False,True,,0.3890146832778407,,0.0,
AedesTewarius,4,0,4,False,True,,0.34398274698735776,,0.187220872793124,
AedesVansomerenis,3,0,3,False,True,,0.8993916469333595,,0.0,
AedesZavortinkius,11,0,11,False,True,,0.25447524408217925,,0.16001668599515326,
Armigeres,58,2,58,True,True,0.14651999220678696,0.1787754307228727,0.0,0.08621828847503483,
ArmigeresArmigeres,40,2,40,True,True,0.12848517749384952,0.12366132527579546,0.0,0.0,
ArmigeresLeicesteria,18,0,18,False,True,,0.24892626638001372,,0.0,
Eretmapodites,48,1,48,True,True,0.001000000001,0.132721928493546,1.0000000010000002e-12,0.059321957984438664,
EretmapoditesEretmapodites,48,1,48,True,True,0.001000000001,0.132721928493546,1.0000000010000002e-12,0.059321957984438664,
Haemagogus,28,2,28,True,True,0.09459149717101392,0.24330552874037517,0.0,0.15007822700906506,
HaemagogusConopostegus,4,1,4,True,True,0.001000000001,0.1256506909061361,1.0000000010000002e-12,0.0,
HaemagogusHaemagogus,24,1,24,True,True,0.001000000001,0.2212359590735232,1.0000000010000002e-12,0.0,
Heizmannia,38,0,38,False,True,,1.0000000282819324,,1.0000000272819323,
HeizmanniaHeizmannia,38,0,38,False,True,,1.0000000282819324,,1.0000000272819323,
Opifex,2,1,2,True,True,0.001000000001,0.014521297259025037,1.0000000010000002e-12,0.0,
Opifex__subgenus__,2,1,2,True,True,0.001000000001,0.014521297259025037,1.0000000010000002e-12,0.0,
Psorophora,49,14,49,True,True,0.08151723818675818,0.08382393048057682,0.0,0.0,
PsorophoraGrabhamia,16,6,16,True,True,0.07120162018356656,0.07208750737372265,0.0,0.0,
PsorophoraJanthinosoma,23,5,23,True,True,0.08823313698967833,0.09255270622217036,0.0,0.0,
PsorophoraPsorophora,10,3,10,True,True,0.06856422585964195,0.07054158336755356,0.0,0.0,
Udaya,3,0,3,False,True,,0.051227803813463674,,0.0,
UdayaUdaya,3,0,3,False,True,,0.051227803813463674,,0.0,
Verrallina,95,3,95,True,True,0.29764599018688376,0.31674329069097096,0.0,0.19362137014996944,
VerrallinaHarbachius,13,0,13,False,True,,0.4711942154055419,,0.29940969755919666,
VerrallinaNeomacleaya,52,0,52,False,True,,0.3008349216617695,,0.06194785826967611,
VerrallinaVerrallina,30,3,30,True,True,0.2016107535850001,0.1728704023916812,0.0,0.05598362826605777,
Zeugnomyia,4,0,4,False,True,,0.21670638081545687,,0.0,
CulexAedinus,4,1,4,True,True,0.001000000001,0.049920644636963,1.0000000010000002e-12,0.0,
CulexAfroculex,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexAllimanta,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexAnoedioporpa,12,0,12,False,True,,0.7228378773031001,,0.0,
CulexBarraudius,4,0,4,False,True,,0.25457448582789544,,0.0,
CulexBelkinomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexCarrollia,18,0,18,False,True,,0.5586124870113256,,0.09821015013880371,
CulexCulex,201,,,False,False,,,,,
CulexCuliciomyia,54,1,54,True,True,0.001000000001,0.34378917724958985,1.0000000010000002e-12,0.27685428852338423,
CulexEumelanomyia,77,0,77,False,True,,0.7121801423198867,,0.5779430561180108,
CulexKitzmilleria,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexLasiosiphon,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexLophoceraomyia,112,2,112,True,True,0.24777926769838235,0.44614455683571363,0.0,0.3902157692901521,
CulexMaillotia,9,0,9,False,True,,0.44825762793167,,0.0,
CulexMelanoconion,160,,,False,False,,,,,
CulexMicraedes,8,2,8,True,True,0.24469763952450568,0.28330596635601696,0.0,0.0,
CulexMicroculex,33,1,33,True,True,0.001000000001,0.37874437339848593,1.0000000010000002e-12,0.348182203178147,
CulexNeoculex,26,,,False,False,,,,,
CulexNicaromyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
