node,taxonomy_tips,backbone_tips,simulated_tips,backbone_monophyletic,simulated_monophyletic,backbone_birth,simulated_birth,backbone_death,simulated_death,warnings

AnophelesAnopheles,185,,,False,False,,,,,
AnophelesBaimaia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AnophelesCellia,225,22,225,True,True,0.5184515291822586,1.0000000282819324,0.48934345981710153,1.0000000272819323,
AnophelesChristya,2,0,2,False,True,,0.09605610739437069,,0.0,
AnophelesKerteszia,12,1,12,True,True,0.001000000001,0.06716851131022725,1.0000000010000002e-12,0.04138212864008715,
AnophelesLophopodomyia,6,1,6,True,True,0.001000000001,0.041860205016153035,1.0000000010000002e-12,0.041859417359269825,
AnophelesNyssorhynchus,40,8,40,True,True,0.09315637412142212,0.11620637321564747,0.007549867585696832,0.01304674203373464,
AnophelesStethomyia,5,1,5,True,True,0.001000000001,0.04348568989818067,1.0000000010000002e-12,0.0393803760434838,
Bironella,8,0,8,False,True,,1.0000000282819324,,1.0000000272819323,
BironellaBironella,2,0,2,False,True,,0.6324389778900288,,0.0,
__TAXONOMIC_ROOT__,3563,259,3563,True,True,0.35404089569747826,1.0000000282819324,0.3096833302964832,1.0000000272819323,
Culicidae,3563,259,3563,True,True,0.35404089569747826,1.0000000282819324,0.3096833302964832,1.0000000272819323,
Anophelinae,489,51,489,True,True,0.3267271104550249,0.40825194848015406,0.3069198983149194,0.3912401061463427,
None,489,51,489,True,True,0.3267271104550249,0.40825194848015406,0.3069198983149194,0.3912401061463427,
Anopheles,476,49,476,True,True,0.31883616638506135,1.0000000282819324,0.292293004154851,1.0000000272819323,
Aedeomyiini,7,2,7,True,True,0.02081214539225031,0.028388334954623055,0.0,0.010379236115999857,
Aedeomyia,7,2,7,True,True,0.02081214539225031,0.028388334954623055,0.0,0.010379236115999857,
AedeomyiaAedeomyia,6,2,6,True,True,0.018629203596890853,0.040023188468456726,0.0,0.028602199137949924,
AedeomyiaLepiothauma,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Aedini,1257,122,1257,True,True,0.1632593725418691,0.24311845659551073,0.071633678334176,0.15810691972708812,
BironellaBrugella,3,0,3,False,True,,1.9115433929301056,,0.0,
BironellaNeobironella,3,0,3,False,True,,0.38686085220857597,,0.0,
Chagasia,5,2,5,True,True,0.02529653923073038,0.03442130143302101,0.0,0.0,
ChagasiaChagasia,5,2,5,True,True,0.02529653923073038,0.03442130143302101,0.0,0.0,
Culicinae,3074,208,3074,True,True,0.31650749156972946,0.18226430389162548,0.2589474044229961,0.09416885866877316,
Aedes,932,,,False,False,,,,,
AedesAbraedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesAcartomyia,3,0,3,False,True,,0.03254831898328549,,0.0,
AedesAedes,12,1,12,True,True,0.001000000001,0.07661190729740922,1.0000000010000002e-12,0.013974751982625568,
AedesAedimorphus,66,,,False,False,,,,,
AedesAlanstonea,2,0,2,False,True,,1.0812251005315365,,0.0,
AedesAlbuginosus,9,0,9,False,True,,0.3014750105019076,,0.0,
AedesAyurakitia,2,0,2,False,True,,1.6918110638860855,,0.0,
AedesAztecaedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBelkinius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBifidistylus,2,0,2,False,True,,0.03594684677934626,,0.0,
AedesBorichinda,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBothaella,6,0,6,False,True,,0.1203535465266934,,0.0,
AedesBruceharrisonius,9,0,9,False,True,,0.44411032260803646,,0.36623843654360116,
AedesCancraedes,10,0,10,False,True,,0.15113246127544827,,0.0,
AedesCatageiomyia,28,1,28,True,True,0.001000000001,0.12901740504304196,1.0000000010000002e-12,0.011856066123559588,
AedesCatatassomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesChristophersiomyia,5,0,5,False,True,,0.1269207518953457,,0.0,
AedesCoetzeemyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesCollessius,9,0,9,False,True,,0.27987509954849255,,0.18493191779539497,
AedesCornetius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesDahliana,3,1,3,True,True,0.001000000001,0.04782261730296689,1.0000000010000002e-12,0.0,
AedesDanielsia,3,0,3,False,True,,0.0715954991224075,,0.0,
AedesDendroskusea,5,0,5,False,True,,0.3662195921444732,,0.0,
AedesDiceromyia,8,2,8,True,True,0.08796041826824388,0.08732964913464175,0.0,0.04881776069428406,
AedesDobrotworskyius,7,5,7,True,True,0.08417849136347792,0.08823276664865966,0.0,0.0,
AedesDownsiomyia,30,0,30,False,True,,0.2574431537174426,,0.0,
AedesEdwardsaedes,3,0,3,False,True,,0.6060376542968273,,0.0,
AedesElpeytonius,2,0,2,False,True,,0.49790218877389203,,0.0,
AedesFinlaya,64,,,False,False,,,,,
AedesFredwardsius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesGeorgecraigius,3,3,3,True,True,0.02820558131506598,0.02820558131506598,0.0,0.0,
AedesGeoskusea,10,0,10,False,True,,0.30853691275762535,,0.03733668246379247,
AedesGilesius,2,0,2,False,True,,0.3498890420536494,,0.0,
AedesGymnometopa,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesHalaedes,3,2,3,True,True,0.14322287814189613,0.05634346859743704,0.0,0.0,
AedesHimalaius,2,0,2,False,True,,100.0000001,,1.000000001e-07,
AedesHopkinsius,7,0,7,False,True,,0.12235796297231355,,0.012965550013221142,
AedesHowardina,34,0,34,False,True,,0.2455366687633757,,0.07535878953560786,
AedesHuaedes,3,0,3,False,True,,0.057362120954311875,,0.0,
AedesHulecoeteomyia,14,1,14,True,True,0.001000000001,0.10972957004452584,1.0000000010000002e-12,0.05702730195136191,
AedesIndusius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesIsoaedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesJarnellius,5,3,5,True,True,0.07806886732217821,0.09222824519167885,0.0,0.0,
AedesJihlienius,3,0,3,False,True,,0.5065630419078775,,0.0,
AedesKenknightia,12,0,12,False,True,,0.17028019472419012,,0.0,
AedesKompia,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesLeptosomatomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesLevua,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesLewnielsenius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesLorrainea,5,0,5,False,True,,0.1506597078389695,,0.1506578762428342,
AedesLuius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesMacleaya,11,2,11,True,True,0.07250801546520001,0.11055350519008919,0.0,0.01340602877020828,
AedesMolpemyia,3,0,3,False,True,,0.07542298464664578,,0.0,
AedesMucidus,14,1,14,True,True,0.001000000001,0.1970527155430867,1.0000000010000002e-12,0.1918576137972862,
AedesNeomelaniconion,28,0,28,False,True,,0.23746176277199513,,0.03680264837983684,
AedesNyctomyia,2,0,2,False,True,,0.22550401971185494,,0.0,
AedesOchlerotatus,200,,,False,False,,,,,
AedesParaedes,8,0,8,False,True,,0.1799131528999064,,0.0,
AedesPatmarksia,13,1,13,True,True,0.001000000001,0.12434085044889011,1.0000000010000002e-12,0.0,
AedesPaulianius,8,0,8,False,True,,0.23345763935693098,,0.10496676180148669,
AedesPetermattinglyius,5,0,5,False,True,,0.30341921141200107,,0.0,
AedesPhagomyia,16,0,16,False,True,,0.2501552133450525,,0.18626921732089688,
AedesPolyleptiomyia,2,0,2,False,True,,5.930535880659309,,0.0,
AedesProtomacleaya,39,4,39,True,True,0.1348934288231694,0.17357607020951876,0.0,0.049811956516799635,
AedesPseudalbuginosus,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesPseudarmigeres,5,0,5,False,True,,0.17394402403092485,,0.0,
AedesRampamyia,3,2,3,True,True,0.0369122326227242,0.04216837793010961,0.0,0.0,
AedesRhinoskusea,4,0,4,False,True,,0.2801383555241582,,0.27984272141259225,
AedesSallumia,2,0,2,False,True,,0.1297548121284421,,0.0,
AedesScutomyia,9,0,9,False,True,,0.5464701852355524,,0.47385980079534773,
AedesSkusea,4,1,4,True,True,0.001000000001,0.043521409849766664,1.0000000010000002e-12,0.0,
AedesStegomyia,128,,,False,False,,,,,
AedesTanakaius,2,0,2,False,True,,0.08593165760206187,,0.0,
AedesTewarius,4,0,4,False,True,,1.7469961195382175,,0.7861687942004407,
AedesVansomerenis,3,0,3,False,True,,0.21436745893191908,,0.017373014709347316,
AedesZavortinkius,11,0,11,False,True,,0.185992241720509,,0.0,
Armigeres,58,2,58,True,True,0.14651999220678696,0.17257031684853189,0.0,0.09555836307929874,
ArmigeresArmigeres,40,2,40,True,True,0.12848517749384952,0.13999371956664697,0.0,0.058156398168783284,
ArmigeresLeicesteria,18,0,18,False,True,,0.2032606380237549,,0.07189198542740975,
Eretmapodites,48,1,48,True,True,0.001000000001,0.1527877636884069,1.0000000010000002e-12,0.07888568461742143,
EretmapoditesEretmapodites,48,1,48,True,True,0.001000000001,0.1527877636884069,1.0000000010000002e-12,0.07888568461742143,
Haemagogus,28,2,28,True,True,0.09459149717101392,0.11975292258857272,0.0,0.02030211418402595,
HaemagogusConopostegus,4,1,4,True,True,0.001000000001,0.32575822427529494,1.0000000010000002e-12,0.0,
HaemagogusHaemagogus,24,1,24,True,True,0.001000000001,0.10688929287959814,1.0000000010000002e-12,0.0,
Heizmannia,38,0,38,False,True,,0.2308310280151272,,0.0,
HeizmanniaHeizmannia,38,0,38,False,True,,0.2308310280151272,,0.0,
Opifex,2,1,2,True,True,0.001000000001,0.02678730376022704,1.0000000010000002e-12,0.0,
Opifex__subgenus__,2,1,2,True,True,0.001000000001,0.02678730376022704,1.0000000010000002e-12,0.0,
Psorophora,49,14,49,True,True,0.08151723818675818,0.07672771232217813,0.0,0.0,
PsorophoraGrabhamia,16,6,16,True,True,0.07120162018356656,0.06816219342696106,0.0,0.0,
PsorophoraJanthinosoma,23,5,23,True,True,0.08823313698967833,0.08011752437607424,0.0,0.0,
PsorophoraPsorophora,10,3,10,True,True,0.06856422585964195,0.0683541445091849,0.0,0.0,
Udaya,3,0,3,False,True,,0.1090206179768039,,0.0,
UdayaUdaya,3,0,3,False,True,,0.1090206179768039,,0.0,
Verrallina,95,3,95,True,True,0.29764599018688376,0.2743647571301525,0.0,0.0,
VerrallinaHarbachius,13,0,13,False,True,,0.4655285642415492,,0.0,
VerrallinaNeomacleaya,52,0,52,False,True,,0.3206651370167649,,0.0,
VerrallinaVerrallina,30,3,30,True,True,0.2016107535850001,0.19184989091100932,0.0,0.0,
Zeugnomyia,4,0,4,False,True,,0.2066353781665862,,0.0,
CulexAedinus,4,1,4,True,True,0.001000000001,0.1288105030918364,1.0000000010000002e-12,0.0,
CulexAfroculex,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexAllimanta,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexAnoedioporpa,12,0,12,False,True,,0.43274474971333077,,0.16814974925807002,
CulexBarraudius,4,0,4,False,True,,0.3755957194035272,,0.0,
CulexBelkinomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexCarrollia,18,0,18,False,True,,0.3634506649913181,,0.0,
CulexCulex,201,,,False,False,,,,,
CulexCuliciomyia,54,1,54,True,True,0.001000000001,0.40319699956082755,1.0000000010000002e-12,0.339472318188485,
CulexEumelanomyia,77,0,77,False,True,,0.7587151795864471,,0.41476382421128777,
CulexMicraedes,8,2,8,True,True,0.24469763952450568,0.11621617740786966,0.0,0.11122154804813411,
CulexMicroculex,33,1,33,True,True,0.001000000001,0.25177214980817203,1.0000000010000002e-12,0.1972236673074918,
CulexNeoculex,26,,,False,False,,,,,
CulexNicaromyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexOculeomyia,19,2,19,True,True,0.166729725222924,0.32035853494762123,0.0,0.23606204959224059,
CulexKitzmilleria,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexLasiosiphon,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexLophoceraomyia,112,2,112,True,True,0.24777926769838235,0.45646204782166866,0.0,0.3526087750223541,
