node,taxonomy_tips,backbone_tips,simulated_tips,backbone_monophyletic,simulated_monophyletic,backbone_birth,simulated_birth,backbone_death,simulated_death,warnings

AnophelesAnopheles,185,,,False,False,,,,,
AnophelesBaimaia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AnophelesCellia,225,22,225,True,True,0.5184515291822586,0.5985840460751118,0.48934345981710153,0.5731099270153004,
AnophelesChristya,2,0,2,False,True,,0.25736675039262774,,0.0,
AnophelesKerteszia,12,1,12,True,True,0.001000000001,0.07476750275134215,1.0000000010000002e-12,0.0,
AnophelesLophopodomyia,6,1,6,True,True,0.001000000001,0.1619350063233083,1.0000000010000002e-12,0.1619347543636627,
AnophelesNyssorhynchus,40,8,40,True,True,0.09315637412142212,0.14033642829439136,0.007549867585696832,0.06619596601246543,
AnophelesStethomyia,5,1,5,True,True,0.001000000001,0.1536381264534994,1.0000000010000002e-12,0.1534316538990457,
Bironella,8,0,8,False,True,,0.40757434722786606,,0.2502437577461206,
BironellaBironella,2,0,2,False,True,,0.32802590152421035,,0.0,
BironellaBrugella,3,0,3,False,True,,0.45106365869739257,,0.0,
BironellaNeobironella,3,0,3,False,True,,0.5399053398706934,,0.0,
Chagasia,5,2,5,True,True,0.02529653923073038,0.03850873295020858,0.0,0.02178126013074975,
ChagasiaChagasia,5,2,5,True,True,0.02529653923073038,0.03850873295020858,0.0,0.02178126013074975,
Culicinae,3074,208,3074,True,True,0.31650749156972946,0.4051234027844216,0.2589474044229961,0.34917111858651234,
Aedeomyiini,7,2,7,True,True,0.02081214539225031,0.03186352724549082,0.0,0.031606190139077506,
Aedeomyia,7,2,7,True,True,0.02081214539225031,0.03186352724549082,0.0,0.031606190139077506,
AedeomyiaAedeomyia,6,2,6,True,True,0.018629203596890853,0.06309040134355569,0.0,0.06307318763327242,
AedeomyiaLepiothauma,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Aedini,1257,122,1257,True,True,0.1632593725418691,0.2794370722406201,0.071633678334176,0.19602918179820206,
__TAXONOMIC_ROOT__,3563,259,3563,True,True,0.35404089569747826,0.18805822429081187,0.3096833302964832,0.10990814526987841,
Culicidae,3563,259,3563,True,True,0.35404089569747826,0.18805822429081187,0.3096833302964832,0.10990814526987841,
Anophelinae,489,51,489,True,True,0.3267271104550249,0.3029258886446605,0.3069198983149194,0.2804153637892807,
None,489,51,489,True,True,0.3267271104550249,0.3029258886446605,0.3069198983149194,0.2804153637892807,
Anopheles,476,49,476,True,True,0.31883616638506135,0.3402003835659115,0.292293004154851,0.313177916010729,
Aedes,932,,,False,False,,,,,
AedesAbraedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesAcartomyia,3,0,3,False,True,,0.12693397715927324,,0.0,
AedesAedes,12,1,12,True,True,0.001000000001,0.2785238208355244,1.0000000010000002e-12,0.2283371864906528,
AedesAedimorphus,66,,,False,False,,,,,
AedesAlanstonea,2,0,2,False,True,,0.18089166427429412,,0.0,
AedesAlbuginosus,9,0,9,False,True,,0.15947291640086086,,0.0,
AedesAyurakitia,2,0,2,False,True,,0.7795484782142861,,0.0,
AedesAztecaedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBelkinius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBifidistylus,2,0,2,False,True,,2.2582806076386754,,0.0,
AedesBorichinda,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBothaella,6,0,6,False,True,,0.28925262198616447,,0.0,
AedesBruceharrisonius,9,0,9,False,True,,0.5586748406453654,,0.47638322583883463,
AedesCancraedes,10,0,10,False,True,,0.3509863879287745,,0.28114172054606346,
AedesCatageiomyia,28,1,28,True,True,0.001000000001,0.13520614696753444,1.0000000010000002e-12,0.018477658875485456,
AedesCatatassomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesChristophersiomyia,5,0,5,False,True,,0.5669655981252372,,0.0,
AedesCoetzeemyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesCollessius,9,0,9,False,True,,0.29649244670679414,,0.29645247689810134,
AedesCornetius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesDahliana,3,1,3,True,True,0.001000000001,0.05653796523330742,1.0000000010000002e-12,0.0,
AedesDanielsia,3,0,3,False,True,,0.13260059278094122,,0.0,
AedesDendroskusea,5,0,5,False,True,,0.8298944993575901,,0.0,
AedesDiceromyia,8,2,8,True,True,0.08796041826824388,0.11861244622275,0.0,0.0,
AedesDobrotworskyius,7,5,7,True,True,0.08417849136347792,0.08178449502288491,0.0,0.0,
AedesDownsiomyia,30,0,30,False,True,,0.502387836197216,,0.40698514370250116,
AedesEdwardsaedes,3,0,3,False,True,,4.619372900364623,,0.0,
AedesElpeytonius,2,0,2,False,True,,0.3013827912272853,,0.0,
AedesFinlaya,64,,,False,False,,,,,
AedesFredwardsius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesGeorgecraigius,3,3,3,True,True,0.02820558131506598,0.02820558131506598,0.0,0.0,
AedesGeoskusea,10,0,10,False,True,,1.0000000282819324,,1.0000000272819323,
AedesGilesius,2,0,2,False,True,,12.959075112519265,,0.0,
AedesGymnometopa,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesHalaedes,3,2,3,True,True,0.14322287814189613,0.13665952100464204,0.0,0.0,
AedesHimalaius,2,0,2,False,True,,0.11837376570824869,,0.0,
AedesHopkinsius,7,0,7,False,True,,0.2411327539787301,,0.0,
AedesHowardina,34,0,34,False,True,,0.2257219908802151,,0.0,
AedesHuaedes,3,0,3,False,True,,0.22942648106253222,,0.0,
AedesHulecoeteomyia,14,1,14,True,True,0.001000000001,0.12556346331395546,1.0000000010000002e-12,0.0,
AedesIndusius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesIsoaedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesJarnellius,5,3,5,True,True,0.07806886732217821,0.07776567633580872,0.0,0.0,
AedesJihlienius,3,0,3,False,True,,0.20463193450931155,,0.0,
AedesKenknightia,12,0,12,False,True,,0.23081427636807716,,0.09361680932324104,
AedesKompia,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesLeptosomatomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesLevua,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesLewnielsenius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesLorrainea,5,0,5,False,True,,0.31602708429890564,,0.0,
AedesLuius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesMacleaya,11,2,11,True,True,0.07250801546520001,0.09430915844572667,0.0,0.0,
AedesMolpemyia,3,0,3,False,True,,0.2521421028963793,,0.0,
AedesMucidus,14,1,14,True,True,0.001000000001,0.11363029627280373,1.0000000010000002e-12,0.0,
AedesNeomelaniconion,28,0,28,False,True,,0.338432381266025,,0.0,
AedesNyctomyia,2,0,2,False,True,,0.2617347970205399,,0.0,
AedesOchlerotatus,200,,,False,False,,,,,
AedesParaedes,8,0,8,False,True,,0.44258180620370413,,0.3311128806812271,
AedesPatmarksia,13,1,13,True,True,0.001000000001,0.14532942203995539,1.0000000010000002e-12,0.0013182850115072767,
AedesPaulianius,8,0,8,False,True,,0.39046476055062357,,0.0,
AedesPetermattinglyius,5,0,5,False,True,,0.300952278820421,,0.0,
AedesPhagomyia,16,0,16,False,True,,0.2939825113375572,,0.0,
AedesPolyleptiomyia,2,0,2,False,True,,0.14357199099424905,,0.0,
AedesProtomacleaya,39,4,39,True,True,0.1348934288231694,0.16370834182637403,0.0,0.05064261428417078,
AedesPseudalbuginosus,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesPseudarmigeres,5,0,5,False,True,,0.35908366441677864,,0.3586815667942538,
AedesRampamyia,3,2,3,True,True,0.0369122326227242,0.0387300728400853,0.0,0.0,
AedesRhinoskusea,4,0,4,False,True,,0.11590283720782293,,0.041670247777550413,
AedesSallumia,2,0,2,False,True,,0.5974201938249781,,0.0,
AedesScutomyia,9,0,9,False,True,,0.18721888995299396,,0.0,
AedesSkusea,4,1,4,True,True,0.001000000001,0.040162114892333456,1.0000000010000002e-12,0.013104419480749138,
AedesStegomyia,128,,,False,False,,,,,
AedesTanakaius,2,0,2,False,True,,0.13369818348186094,,0.0,
AedesTewarius,4,0,4,False,True,,0.6182751704454597,,0.0,
AedesVansomerenis,3,0,3,False,True,,0.3271054838369161,,0.0,
AedesZavortinkius,11,0,11,False,True,,0.4899493192963431,,0.0,
Armigeres,58,2,58,True,True,0.14651999220678696,0.17935008172619948,0.0,0.0713292614591858,
ArmigeresArmigeres,40,2,40,True,True,0.12848517749384952,0.13009246235389346,0.0,0.0,
ArmigeresLeicesteria,18,0,18,False,True,,0.22746624174271332,,0.0,
Eretmapodites,48,1,48,True,True,0.001000000001,0.11284252728461967,1.0000000010000002e-12,0.0,
EretmapoditesEretmapodites,48,1,48,True,True,0.001000000001,0.11284252728461967,1.0000000010000002e-12,0.0,
Haemagogus,28,2,28,True,True,0.09459149717101392,0.11953335996144973,0.0,0.0,
HaemagogusConopostegus,4,1,4,True,True,0.001000000001,0.09496452408577946,1.0000000010000002e-12,0.0,
HaemagogusHaemagogus,24,1,24,True,True,0.001000000001,0.12797959713991153,1.0000000010000002e-12,0.0,
Heizmannia,38,0,38,False,True,,0.3259964620318235,,0.0,
HeizmanniaHeizmannia,38,0,38,False,True,,0.3259964620318235,,0.0,
Opifex,2,1,2,True,True,0.001000000001,0.14119838592238165,1.0000000010000002e-12,0.0,
Opifex__subgenus__,2,1,2,True,True,0.001000000001,0.14119838592238165,1.0000000010000002e-12,0.0,
Psorophora,49,14,49,True,True,0.08151723818675818,0.1221186667750185,0.0,0.05015943345982719,
PsorophoraGrabhamia,16,6,16,True,True,0.07120162018356656,0.06580347989101919,0.0,0.0,
PsorophoraJanthinosoma,23,5,23,True,True,0.08823313698967833,0.19508698175375094,0.0,0.13356284454597114,
PsorophoraPsorophora,10,3,10,True,True,0.06856422585964195,0.11056424437917303,0.0,0.04526501335323437,
Udaya,3,0,3,False,True,,0.18685345956536725,,0.0,
UdayaUdaya,3,0,3,False,True,,0.18685345956536725,,0.0,
Verrallina,95,3,95,True,True,0.29764599018688376,0.35248150507953274,0.0,0.24257108970642488,
VerrallinaHarbachius,13,0,13,False,True,,0.3833135081972048,,0.0,
VerrallinaNeomacleaya,52,0,52,False,True,,0.382324284597584,,0.05631195447148614,
VerrallinaVerrallina,30,3,30,True,True,0.2016107535850001,0.12599997492698659,0.0,0.0,
Zeugnomyia,4,0,4,False,True,,0.1546231658079985,,0.0,
CulexAedinus,4,1,4,True,True,0.001000000001,0.11872172049978076,1.0000000010000002e-12,0.0,
CulexAfroculex,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexAllimanta,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexAnoedioporpa,12,0,12,False,True,,0.37673827211532074,,0.0,
CulexBarraudius,4,0,4,False,True,,0.5345488955727579,,0.0,
CulexBelkinomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexCarrollia,18,0,18,False,True,,0.7870244354392331,,0.3837745846145119,
CulexCulex,201,,,False,False,,,,,
CulexCuliciomyia,54,1,54,True,True,0.001000000001,1.0000000282819324,1.0000000010000002e-12,1.0000000272819323,
CulexEumelanomyia,77,0,77,False,True,,0.6504603435244405,,0.3434437071836159,
CulexMicraedes,8,2,8,True,True,0.24469763952450568,1.0000000282819324,0.0,1.0000000272819323,
CulexMicroculex,33,1,33,True,True,0.001000000001,0.4061585743925396,1.0000000010000002e-12,0.36605769358068074,
CulexNeoculex,26,,,False,False,,,,,
CulexNicaromyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexOculeomyia,19,2,19,True,True,0.166729725222924,0.1855810201196522,0.0,0.0,
CulexKitzmilleria,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexLasiosiphon,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexLophoceraomyia,112,2,112,True,True,0.24777926769838235,0.4806654173984264,0.0,0.4098148748351443,
CulexMaillotia,9,0,9,False,True,,0.5854363605537123,,0.05548436451907612,
CulexMelanoconion,160,,,False,False,,,,,
