node,taxonomy_tips,backbone_tips,simulated_tips,backbone_monophyletic,simulated_monophyletic,backbone_birth,simulated_birth,backbone_death,simulated_death,warnings

AnophelesAnopheles,185,,,False,False,,,,,
AnophelesBaimaia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AnophelesCellia,225,22,225,True,True,0.5184515291822586,0.5713744371260696,0.48934345981710153,0.5393856724150516,
AnophelesChristya,2,0,2,False,True,,0.20987762911282154,,0.0,
AnophelesKerteszia,12,1,12,True,True,0.001000000001,0.199174606877756,1.0000000010000002e-12,0.19054692178276939,
AnophelesLophopodomyia,6,1,6,True,True,0.001000000001,0.05259193449348242,1.0000000010000002e-12,0.037450243443055996,
AnophelesNyssorhynchus,40,8,40,True,True,0.09315637412142212,0.1307528325593481,0.007549867585696832,0.046160332227630295,
AnophelesStethomyia,5,1,5,True,True,0.001000000001,0.11130738899119984,1.0000000010000002e-12,0.0,
Bironella,8,0,8,False,True,,0.15616634845744767,,0.0,
BironellaBironella,2,0,2,False,True,,0.0894036960947709,,0.0,
BironellaBrugella,3,0,3,False,True,,0.16871899033482943,,0.0,
BironellaNeobironella,3,0,3,False,True,,0.1838437758526416,,0.0,
Chagasia,5,2,5,True,True,0.02529653923073038,0.03505792131296689,0.0,0.0,
ChagasiaChagasia,5,2,5,True,True,0.02529653923073038,0.03505792131296689,0.0,0.0,
Culicinae,3074,208,3074,True,True,0.31650749156972946,0.41052079339451875,0.2589474044229961,0.35718224517476266,
Aedeomyiini,7,2,7,True,True,0.02081214539225031,0.021703256676187957,0.0,0.009304731522447233,
Aedeomyia,7,2,7,True,True,0.02081214539225031,0.021703256676187957,0.0,0.009304731522447233,
AedeomyiaAedeomyia,6,2,6,True,True,0.018629203596890853,0.028827738599562384,0.0,0.01675364085174396,
AedeomyiaLepiothauma,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Aedini,1257,122,1257,True,True,0.1632593725418691,0.2873339963665064,0.071633678334176,0.2112072798480692,
__TAXONOMIC_ROOT__,3563,259,3563,True,True,0.35404089569747826,0.19460758326197183,0.3096833302964832,0.11960683671234314,
Culicidae,3563,259,3563,True,True,0.35404089569747826,0.19460758326197183,0.3096833302964832,0.11960683671234314,
Anophelinae,489,51,489,True,True,0.3267271104550249,1.0000000282819324,0.3069198983149194,1.0000000272819323,
None,489,51,489,True,True,0.3267271104550249,1.0000000282819324,0.3069198983149194,1.0000000272819323,
Anopheles,476,49,476,True,True,0.31883616638506135,0.4380671990909161,0.292293004154851,0.4149260832612341,
Aedes,932,,,False,False,,,,,
AedesAbraedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesAcartomyia,3,0,3,False,True,,0.7277505948410061,,0.0,
AedesAedes,12,1,12,True,True,0.001000000001,0.19800939711230325,1.0000000010000002e-12,0.1185981987992538,
AedesAedimorphus,66,,,False,False,,,,,
AedesAlanstonea,2,0,2,False,True,,0.04858708731982612,,0.0,
AedesAlbuginosus,9,0,9,False,True,,0.2729629706978882,,0.25440739760920117,
AedesAyurakitia,2,0,2,False,True,,0.20605244478357254,,0.0,
AedesAztecaedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBelkinius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBifidistylus,2,0,2,False,True,,0.7116857857549082,,0.0,
AedesBorichinda,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBothaella,6,0,6,False,True,,0.19195123290286453,,0.06840315081940478,
AedesBruceharrisonius,9,0,9,False,True,,0.2695174879738542,,0.05175571076954903,
AedesCancraedes,10,0,10,False,True,,0.30379138321992083,,0.13835881869029198,
AedesCatageiomyia,28,1,28,True,True,0.001000000001,0.27521412611543705,1.0000000010000002e-12,0.12360183252586959,
AedesCatatassomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesChristophersiomyia,5,0,5,False,True,,1.0000000282819324,,1.0000000272819323,
AedesCoetzeemyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesCollessius,9,0,9,False,True,,0.548124022515492,,0.540969597598237,
AedesCornetius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesDahliana,3,1,3,True,True,0.001000000001,0.0914783392476344,1.0000000010000002e-12,0.0,
AedesDanielsia,3,0,3,False,True,,0.4458206359181937,,0.0,
AedesDendroskusea,5,0,5,False,True,,1.2366209751372315,,0.0,
AedesDiceromyia,8,2,8,True,True,0.08796041826824388,0.08145722585894312,0.0,0.0,
AedesDobrotworskyius,7,5,7,True,True,0.08417849136347792,0.09373348225346731,0.0,0.0,
AedesDownsiomyia,30,0,30,False,True,,0.26482101735328584,,0.16384924640220777,
AedesEdwardsaedes,3,0,3,False,True,,0.0667761475900452,,0.0,
AedesElpeytonius,2,0,2,False,True,,0.1525942574100988,,0.0,
AedesFinlaya,64,,,False,False,,,,,
AedesFredwardsius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesGeorgecraigius,3,3,3,True,True,0.02820558131506598,0.02820558131506598,0.0,0.0,
AedesGeoskusea,10,0,10,False,True,,0.11176220729679688,,0.0,
AedesGilesius,2,0,2,False,True,,0.37033071835272385,,0.0,
AedesGymnometopa,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesHalaedes,3,2,3,True,True,0.14322287814189613,0.18635249266127948,0.0,0.0,
AedesHimalaius,2,0,2,False,True,,0.5915570188952968,,0.0,
AedesHopkinsius,7,0,7,False,True,,0.3289485992216217,,0.0,
AedesHowardina,34,0,34,False,True,,0.2811529868640986,,0.0,
AedesHuaedes,3,0,3,False,True,,0.8492070271292285,,0.0,
AedesHulecoeteomyia,14,1,14,True,True,0.001000000001,0.10262826289277922,1.0000000010000002e-12,0.051421202055094505,
AedesIndusius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesIsoaedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesJarnellius,5,3,5,True,True,0.07806886732217821,0.07459590520781607,0.0,0.0,
AedesJihlienius,3,0,3,False,True,,1.4854580072593413,,0.0,
AedesKenknightia,12,0,12,False,True,,0.4181097639467891,,0.18924351048821883,
AedesKompia,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesLeptosomatomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesLevua,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesLewnielsenius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesLorrainea,5,0,5,False,True,,0.13286927718120176,,0.0,
AedesLuius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesMacleaya,11,2,11,True,True,0.07250801546520001,0.06131600840609423,0.0,0.0,
AedesMolpemyia,3,0,3,False,True,,0.46833746126702147,,0.0,
AedesMucidus,14,1,14,True,True,0.001000000001,0.24559211761107758,1.0000000010000002e-12,0.24557963159437554,
AedesNeomelaniconion,28,0,28,False,True,,0.2384243754603606,,0.0,
AedesNyctomyia,2,0,2,False,True,,0.6545844251634969,,0.0,
AedesOchlerotatus,200,,,False,False,,,,,
AedesParaedes,8,0,8,False,True,,0.21969214046278468,,0.0,
AedesPatmarksia,13,1,13,True,True,0.001000000001,0.21472630384146393,1.0000000010000002e-12,0.1736128591311211,
AedesPaulianius,8,0,8,False,True,,0.1738823630750252,,0.0,
AedesPetermattinglyius,5,0,5,False,True,,0.15324533846927654,,0.0,
AedesPhagomyia,16,0,16,False,True,,0.43620172683770436,,0.37559897504599016,
AedesPolyleptiomyia,2,0,2,False,True,,0.1920900550699106,,0.0,
AedesProtomacleaya,39,4,39,True,True,0.1348934288231694,0.20450619614076712,0.0,0.12328499238864667,
AedesPseudalbuginosus,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesPseudarmigeres,5,0,5,False,True,,0.1520973632713262,,0.0,
AedesRampamyia,3,2,3,True,True,0.0369122326227242,0.02912566200988599,0.0,0.0,
AedesRhinoskusea,4,0,4,False,True,,0.664298215470033,,0.0,
AedesSallumia,2,0,2,False,True,,0.15589423387756904,,0.0,
AedesScutomyia,9,0,9,False,True,,0.4262928892761827,,0.0,
AedesSkusea,4,1,4,True,True,0.001000000001,0.07723668407086641,1.0000000010000002e-12,0.0,
AedesStegomyia,128,,,False,False,,,,,
AedesTanakaius,2,0,2,False,True,,0.1678958584380831,,0.0,
AedesTewarius,4,0,4,False,True,,0.10462701452659032,,0.0,
AedesVansomerenis,3,0,3,False,True,,0.292328323767589,,0.0,
AedesZavortinkius,11,0,11,False,True,,0.5629375617324235,,0.4047473535935926,
Armigeres,58,2,58,True,True,0.14651999220678696,0.14925073640220562,0.0,0.053234541772651,
ArmigeresArmigeres,40,2,40,True,True,0.12848517749384952,0.1448514972417146,0.0,0.05222229161604334,
ArmigeresLeicesteria,18,0,18,False,True,,0.3240491977393984,,0.0,
Eretmapodites,48,1,48,True,True,0.001000000001,0.18167616794521568,1.0000000010000002e-12,0.09415427232421468,
EretmapoditesEretmapodites,48,1,48,True,True,0.001000000001,0.18167616794521568,1.0000000010000002e-12,0.09415427232421468,
Haemagogus,28,2,28,True,True,0.09459149717101392,0.11933168326872506,0.0,0.024484010447463792,
HaemagogusConopostegus,4,1,4,True,True,0.001000000001,0.045638014393871065,1.0000000010000002e-12,0.016044330497160912,
HaemagogusHaemagogus,24,1,24,True,True,0.001000000001,0.12850954770928608,1.0000000010000002e-12,0.029271630667850084,
Heizmannia,38,0,38,False,True,,0.3572629349560285,,0.23147626628999615,
HeizmanniaHeizmannia,38,0,38,False,True,,0.3572629349560285,,0.23147626628999615,
Opifex,2,1,2,True,True,0.001000000001,0.09005614657774047,1.0000000010000002e-12,0.0,
Opifex__subgenus__,2,1,2,True,True,0.001000000001,0.09005614657774047,1.0000000010000002e-12,0.0,
Psorophora,49,14,49,True,True,0.08151723818675818,0.08126494964355037,0.0,0.0,
PsorophoraGrabhamia,16,6,16,True,True,0.07120162018356656,0.07074428947445027,0.0,0.0,
PsorophoraJanthinosoma,23,5,23,True,True,0.08823313698967833,0.08023865944953645,0.0,0.0,
PsorophoraPsorophora,10,3,10,True,True,0.06856422585964195,0.08556307975952061,0.0,0.0,
Udaya,3,0,3,False,True,,0.17917521096551658,,0.0,
UdayaUdaya,3,0,3,False,True,,0.17917521096551658,,0.0,
Verrallina,95,3,95,True,True,0.29764599018688376,0.4839140322866833,0.0,0.4193992153955193,
VerrallinaHarbachius,13,0,13,False,True,,0.6762417480372513,,0.33449928735465534,
VerrallinaNeomacleaya,52,0,52,False,True,,0.4221648264032012,,0.24214367139087797,
VerrallinaVerrallina,30,3,30,True,True,0.2016107535850001,0.31815318899097805,0.0,0.2976534325005144,
Zeugnomyia,4,0,4,False,True,,0.13062555532594936,,0.08335015875278035,
CulexAedinus,4,1,4,True,True,0.001000000001,0.07462289702098629,1.0000000010000002e-12,0.046196652980461425,
CulexAfroculex,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexAllimanta,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexAnoedioporpa,12,0,12,False,True,,1.0000000282819324,,1.0000000272819323,
CulexBarraudius,4,0,4,False,True,,0.3671112849840798,,0.23247627941583102,
CulexBelkinomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexCarrollia,18,0,18,False,True,,0.6203892572835703,,0.30815555558544955,
CulexCulex,201,,,False,False,,,,,
CulexCuliciomyia,54,1,54,True,True,0.001000000001,0.48504194292085406,1.0000000010000002e-12,0.45620708386412445,
CulexEumelanomyia,77,0,77,False,True,,0.9075492744615626,,0.6697372988044202,
CulexMicraedes,8,2,8,True,True,0.24469763952450568,0.21630184324751314,0.0,0.0,
CulexMicroculex,33,1,33,True,True,0.001000000001,0.2679209669049041,1.0000000010000002e-12,0.24599782900723619,
CulexNeoculex,26,,,False,False,,,,,
CulexNicaromyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexOculeomyia,19,2,19,True,True,0.166729725222924,0.19511604454876255,0.0,0.03813833611683239,
CulexKitzmilleria,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexLasiosiphon,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexLophoceraomyia,112,2,112,True,True,0.24777926769838235,0.4958204984583363,0.0,0.4085612763341878,
