node,taxonomy_tips,backbone_tips,simulated_tips,backbone_monophyletic,simulated_monophyletic,backbone_birth,simulated_birth,backbone_death,simulated_death,warnings

AnophelesAnopheles,185,,,False,False,,,,,
AnophelesBaimaia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AnophelesCellia,225,22,225,True,True,0.5184515291822586,0.5722763865251493,0.48934345981710153,0.539854426933174,
AnophelesChristya,2,0,2,False,True,,0.26500800444861,,0.0,
AnophelesKerteszia,12,1,12,True,True,0.001000000001,0.11904789285234371,1.0000000010000002e-12,0.11694636616019961,
AnophelesLophopodomyia,6,1,6,True,True,0.001000000001,0.14864584057629676,1.0000000010000002e-12,0.0,
AnophelesNyssorhynchus,40,8,40,True,True,0.09315637412142212,0.1344793146536447,0.007549867585696832,0.04643424397422613,
AnophelesStethomyia,5,1,5,True,True,0.001000000001,0.19183001397312627,1.0000000010000002e-12,0.0,
Bironella,8,0,8,False,True,,0.4762293385540557,,0.3630970978840118,
BironellaBironella,2,0,2,False,True,,0.1488715632864922,,0.0,
Aedeomyiini,7,2,7,True,True,0.02081214539225031,0.05785022919758813,0.0,0.0576369786554219,
Aedeomyia,7,2,7,True,True,0.02081214539225031,0.05785022919758813,0.0,0.0576369786554219,
AedeomyiaAedeomyia,6,2,6,True,True,0.018629203596890853,0.030227371040672735,0.0,0.02303059374625525,
AedeomyiaLepiothauma,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Aedini,1257,122,1257,True,True,0.1632593725418691,0.2731728067952572,0.071633678334176,0.1949863131967495,
BironellaBrugella,3,0,3,False,True,,0.3316649020830533,,0.0,
BironellaNeobironella,3,0,3,False,True,,4.065076511292284,,0.0,
Chagasia,5,2,5,True,True,0.02529653923073038,0.04048495700449979,0.0,0.031165149841180587,
ChagasiaChagasia,5,2,5,True,True,0.02529653923073038,0.04048495700449979,0.0,0.031165149841180587,
Culicinae,3074,208,3074,True,True,0.31650749156972946,0.4029661119011458,0.2589474044229961,0.3485930759824442,
__TAXONOMIC_ROOT__,3563,259,3563,True,True,0.35404089569747826,0.4186068797658659,0.3096833302964832,0.3748564863578834,
Culicidae,3563,259,3563,True,True,0.35404089569747826,0.4186068797658659,0.3096833302964832,0.3748564863578834,
Anophelinae,489,51,489,True,True,0.3267271104550249,0.4898351899703375,0.3069198983149194,0.47572938120047403,
None,489,51,489,True,True,0.3267271104550249,0.4898351899703375,0.3069198983149194,0.47572938120047403,
Anopheles,476,49,476,True,True,0.31883616638506135,1.0000000282819324,0.292293004154851,1.0000000272819323,
Aedes,932,,,False,False,,,,,
AedesAbraedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesAcartomyia,3,0,3,False,True,,0.9778087345575759,,0.0,
AedesAedes,12,1,12,True,True,0.001000000001,0.19180915705786775,1.0000000010000002e-12,0.15472844301136707,
AedesAedimorphus,66,,,False,False,,,,,
AedesAlanstonea,2,0,2,False,True,,0.13798825253883645,,0.0,
AedesAlbuginosus,9,0,9,False,True,,0.28876459931558374,,0.28870865804058216,
AedesAyurakitia,2,0,2,False,True,,0.16975287282214296,,0.0,
AedesAztecaedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBelkinius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBifidistylus,2,0,2,False,True,,1.1147369536822458,,0.0,
AedesBorichinda,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBothaella,6,0,6,False,True,,0.21518416077754926,,0.0,
AedesBruceharrisonius,9,0,9,False,True,,0.17486551143608986,,0.01941858014919014,
AedesCancraedes,10,0,10,False,True,,0.2655861299518959,,0.02158309227673754,
AedesCatageiomyia,28,1,28,True,True,0.001000000001,0.19664741472520342,1.0000000010000002e-12,0.135853806454386,
AedesCatatassomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesChristophersiomyia,5,0,5,False,True,,0.18585911882115363,,0.0,
AedesCoetzeemyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesCollessius,9,0,9,False,True,,0.5529646620777459,,0.5509755962681707,
AedesCornetius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesDahliana,3,1,3,True,True,0.001000000001,0.04032774646471683,1.0000000010000002e-12,0.0,
AedesDanielsia,3,0,3,False,True,,0.555899980004736,,0.0,
AedesDendroskusea,5,0,5,False,True,,0.3703971386241806,,0.0,
AedesDiceromyia,8,2,8,True,True,0.08796041826824388,0.06862321470714804,0.0,0.0,
AedesDobrotworskyius,7,5,7,True,True,0.08417849136347792,0.0752722959451867,0.0,0.0,
AedesDownsiomyia,30,0,30,False,True,,0.32503306719317243,,0.06803926840112834,
AedesEdwardsaedes,3,0,3,False,True,,0.07134078616140002,,0.0,
AedesElpeytonius,2,0,2,False,True,,0.5470454520588112,,0.0,
AedesFinlaya,64,,,False,False,,,,,
AedesFredwardsius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesGeorgecraigius,3,3,3,True,True,0.02820558131506598,0.02820558131506598,0.0,0.0,
AedesGeoskusea,10,0,10,False,True,,0.5045880707096191,,0.19771035299389125,
AedesGilesius,2,0,2,False,True,,0.14280473950226605,,0.0,
AedesGymnometopa,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesHalaedes,3,2,3,True,True,0.14322287814189613,0.16316604603809898,0.0,0.0,
AedesHimalaius,2,0,2,False,True,,0.10971954092221416,,0.0,
AedesHopkinsius,7,0,7,False,True,,0.25253410889817995,,0.07164670214637575,
AedesHowardina,34,0,34,False,True,,0.26064000927596337,,0.13554349961071538,
AedesHuaedes,3,0,3,False,True,,0.20960825566852193,,0.0,
AedesHulecoeteomyia,14,1,14,True,True,0.001000000001,0.14567805469997874,1.0000000010000002e-12,0.042474966764899064,
AedesIndusius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesIsoaedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesJarnellius,5,3,5,True,True,0.07806886732217821,0.07762472615583171,0.0,0.0,
AedesJihlienius,3,0,3,False,True,,0.34371224594343713,,0.0,
AedesKenknightia,12,0,12,False,True,,0.19389815230472512,,0.052127014746378264,
AedesKompia,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesLeptosomatomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesLevua,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesLewnielsenius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesLorrainea,5,0,5,False,True,,0.1911268171905055,,0.0,
AedesLuius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesMacleaya,11,2,11,True,True,0.07250801546520001,0.14151281195696622,0.0,0.0807910600051832,
AedesMolpemyia,3,0,3,False,True,,0.11206930860518384,,0.0,
AedesMucidus,14,1,14,True,True,0.001000000001,0.11856561376108016,1.0000000010000002e-12,0.0,
AedesNeomelaniconion,28,0,28,False,True,,0.22254642509276784,,0.07172132044081751,
AedesNyctomyia,2,0,2,False,True,,0.05912574071398432,,0.0,
AedesOchlerotatus,200,,,False,False,,,,,
AedesParaedes,8,0,8,False,True,,0.3706207903027522,,0.37058614227272835,
AedesPatmarksia,13,1,13,True,True,0.001000000001,0.1446570672635399,1.0000000010000002e-12,0.0,
AedesPaulianius,8,0,8,False,True,,0.38511055990745774,,0.0,
AedesPetermattinglyius,5,0,5,False,True,,0.3032622951685897,,0.0,
AedesPhagomyia,16,0,16,False,True,,0.2040759896853537,,0.14412617954271967,
AedesPolyleptiomyia,2,0,2,False,True,,0.0657779232042701,,0.0,
AedesProtomacleaya,39,4,39,True,True,0.1348934288231694,0.14883302995322106,0.0,0.041801200981694084,
AedesPseudalbuginosus,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesPseudarmigeres,5,0,5,False,True,,0.42282316203923576,,0.0,
AedesRampamyia,3,2,3,True,True,0.0369122326227242,0.049164952369551415,0.0,0.0,
AedesRhinoskusea,4,0,4,False,True,,0.14262628965035834,,0.0,
AedesSallumia,2,0,2,False,True,,1.1815375094983598,,0.0,
AedesScutomyia,9,0,9,False,True,,0.20315358568714226,,0.17500939918788044,
AedesSkusea,4,1,4,True,True,0.001000000001,0.07313290897749311,1.0000000010000002e-12,0.0657916520865785,
AedesStegomyia,128,,,False,False,,,,,
AedesTanakaius,2,0,2,False,True,,0.9736779639522427,,0.0,
AedesTewarius,4,0,4,False,True,,0.15045892411181522,,0.0,
AedesVansomerenis,3,0,3,False,True,,0.10152625179565487,,0.0,
AedesZavortinkius,11,0,11,False,True,,0.21992209219436135,,0.0,
Armigeres,58,2,58,True,True,0.14651999220678696,0.24204324108231687,0.0,0.187031115386363,
ArmigeresArmigeres,40,2,40,True,True,0.12848517749384952,0.14256804375266732,0.0,0.05990413086066667,
ArmigeresLeicesteria,18,0,18,False,True,,1.0000000282819324,,1.0000000272819323,
Eretmapodites,48,1,48,True,True,0.001000000001,0.12166224034028186,1.0000000010000002e-12,0.04430481930056843,
EretmapoditesEretmapodites,48,1,48,True,True,0.001000000001,0.12166224034028186,1.0000000010000002e-12,0.04430481930056843,
Haemagogus,28,2,28,True,True,0.09459149717101392,0.11269689467254747,0.0,0.0,
HaemagogusConopostegus,4,1,4,True,True,0.001000000001,0.0859800019349499,1.0000000010000002e-12,0.0,
HaemagogusHaemagogus,24,1,24,True,True,0.001000000001,0.11728760505561599,1.0000000010000002e-12,0.0,
Heizmannia,38,0,38,False,True,,0.3874042992269129,,0.11425910003004741,
HeizmanniaHeizmannia,38,0,38,False,True,,0.3874042992269129,,0.11425910003004741,
Opifex,2,1,2,True,True,0.001000000001,0.41041802837328856,1.0000000010000002e-12,0.0,
Opifex__subgenus__,2,1,2,True,True,0.001000000001,0.41041802837328856,1.0000000010000002e-12,0.0,
Psorophora,49,14,49,True,True,0.08151723818675818,0.08732980145913924,0.0,0.0,
PsorophoraGrabhamia,16,6,16,True,True,0.07120162018356656,0.07968884121103081,0.0,0.0,
PsorophoraJanthinosoma,23,5,23,True,True,0.08823313698967833,0.09643305455040418,0.0,0.0,
PsorophoraPsorophora,10,3,10,True,True,0.06856422585964195,0.06715954936885661,0.0,0.0,
Udaya,3,0,3,False,True,,0.12102169584576,,0.0,
UdayaUdaya,3,0,3,False,True,,0.12102169584576,,0.0,
Verrallina,95,3,95,True,True,0.29764599018688376,0.47554740548125995,0.0,0.38572932164458973,
VerrallinaHarbachius,13,0,13,False,True,,0.4523165530125424,,0.3298889524881947,
VerrallinaNeomacleaya,52,0,52,False,True,,0.4993834798924431,,0.39450261143978066,
VerrallinaVerrallina,30,3,30,True,True,0.2016107535850001,0.1823659292661692,0.0,0.08179085460724624,
Zeugnomyia,4,0,4,False,True,,0.10113964645296361,,0.0,
CulexAedinus,4,1,4,True,True,0.001000000001,0.057190937950560315,1.0000000010000002e-12,0.0,
CulexAfroculex,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexAllimanta,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexAnoedioporpa,12,0,12,False,True,,0.6435753683868699,,0.0,
CulexBarraudius,4,0,4,False,True,,1.6456773958236153,,0.0,
CulexBelkinomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexCarrollia,18,0,18,False,True,,0.8709353319227471,,0.0,
CulexCulex,201,,,False,False,,,,,
CulexCuliciomyia,54,1,54,True,True,0.001000000001,0.3310913552886311,1.0000000010000002e-12,0.26858765225779857,
CulexEumelanomyia,77,0,77,False,True,,0.8392457415330012,,0.7520825916434689,
CulexKitzmilleria,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexLasiosiphon,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexLophoceraomyia,112,2,112,True,True,0.24777926769838235,0.39691442580703923,0.0,0.3277037232099413,
CulexMaillotia,9,0,9,False,True,,0.2334259971910783,,0.0827061520953294,
CulexMelanoconion,160,,,False,False,,,,,
CulexMicraedes,8,2,8,True,True,0.24469763952450568,0.44515984703328265,0.0,0.4449819242086009,
CulexMicroculex,33,1,33,True,True,0.001000000001,0.3235266896197642,1.0000000010000002e-12,0.2658669833217353,
CulexNeoculex,26,,,False,False,,,,,
CulexNicaromyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
