node,taxonomy_tips,backbone_tips,simulated_tips,backbone_monophyletic,simulated_monophyletic,backbone_birth,simulated_birth,backbone_death,simulated_death,warnings

AnophelesAnopheles,185,,,False,False,,,,,
AnophelesBaimaia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AnophelesCellia,225,22,225,True,True,0.5184515291822586,0.5699055463900002,0.48934345981710153,0.5404869933467221,
AnophelesChristya,2,0,2,False,True,,0.9619610371295698,,0.0,
AnophelesKerteszia,12,1,12,True,True,0.001000000001,0.08320996380300406,1.0000000010000002e-12,0.0816297682023228,
AnophelesLophopodomyia,6,1,6,True,True,0.001000000001,0.07962077643709203,1.0000000010000002e-12,0.0,
AnophelesNyssorhynchus,40,8,40,True,True,0.09315637412142212,0.16826950848958244,0.007549867585696832,0.09957273374426849,
AnophelesStethomyia,5,1,5,True,True,0.001000000001,0.08005282124017084,1.0000000010000002e-12,0.0,
Bironella,8,0,8,False,True,,1.5001088095950688,,1.5000684576926506,
BironellaBironella,2,0,2,False,True,,9.30603039231111,,0.0,
Aedeomyiini,7,2,7,True,True,0.02081214539225031,0.0514779180867508,0.0,0.05147749731942154,
Aedeomyia,7,2,7,True,True,0.02081214539225031,0.0514779180867508,0.0,0.05147749731942154,
AedeomyiaAedeomyia,6,2,6,True,True,0.018629203596890853,0.06778258967188888,0.0,0.06778239533266771,
AedeomyiaLepiothauma,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Aedini,1257,122,1257,True,True,0.1632593725418691,0.29821121806525874,0.071633678334176,0.2218384413875237,
BironellaBrugella,3,0,3,False,True,,0.340741375098588,,0.0,
BironellaNeobironella,3,0,3,False,True,,2.1579239438173246,,0.0,
Chagasia,5,2,5,True,True,0.02529653923073038,0.11629358339131722,0.0,0.11629333611115392,
ChagasiaChagasia,5,2,5,True,True,0.02529653923073038,0.11629358339131722,0.0,0.11629333611115392,
Culicinae,3074,208,3074,True,True,0.31650749156972946,0.41824894125101475,0.2589474044229961,0.36679046159686196,
__TAXONOMIC_ROOT__,3563,259,3563,True,True,0.35404089569747826,0.42589388508527704,0.3096833302964832,0.38358139186126455,
Culicidae,3563,259,3563,True,True,0.35404089569747826,0.42589388508527704,0.3096833302964832,0.38358139186126455,
Anophelinae,489,51,489,True,True,0.3267271104550249,0.44768298872322027,0.3069198983149194,0.4317656821699837,
None,489,51,489,True,True,0.3267271104550249,0.44768298872322027,0.3069198983149194,0.4317656821699837,
Anopheles,476,49,476,True,True,0.31883616638506135,1.0000000282819324,0.292293004154851,1.0000000272819323,
Aedes,932,,,False,False,,,,,
AedesAbraedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesAcartomyia,3,0,3,False,True,,0.3303930882407418,,0.0,
AedesAedes,12,1,12,True,True,0.001000000001,0.08571967197176955,1.0000000010000002e-12,0.03418599436411192,
AedesAedimorphus,66,,,False,False,,,,,
AedesAlanstonea,2,0,2,False,True,,12.69591551815848,,0.0,
AedesAlbuginosus,9,0,9,False,True,,0.13927308950663153,,0.0,
AedesAyurakitia,2,0,2,False,True,,0.2076936303803672,,0.0,
AedesAztecaedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBelkinius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBifidistylus,2,0,2,False,True,,0.07768094862324851,,0.0,
AedesBorichinda,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBothaella,6,0,6,False,True,,0.5557543308450885,,0.4303765328356628,
AedesBruceharrisonius,9,0,9,False,True,,0.3182789009338544,,0.06904764562073244,
AedesCancraedes,10,0,10,False,True,,0.3684459634904476,,0.0,
AedesCatageiomyia,28,1,28,True,True,0.001000000001,0.16744751308723865,1.0000000010000002e-12,0.0,
AedesCatatassomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesChristophersiomyia,5,0,5,False,True,,0.2232274854653231,,0.0,
AedesCoetzeemyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesCollessius,9,0,9,False,True,,0.2826087245043386,,0.2809243535418848,
AedesCornetius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesDahliana,3,1,3,True,True,0.001000000001,0.11111044559567744,1.0000000010000002e-12,0.08587334850954056,
AedesDanielsia,3,0,3,False,True,,1.3536623848115803,,0.6510841045077406,
AedesDendroskusea,5,0,5,False,True,,0.127808616856138,,0.0,
AedesDiceromyia,8,2,8,True,True,0.08796041826824388,0.08107424689347938,0.0,0.0,
AedesDobrotworskyius,7,5,7,True,True,0.08417849136347792,0.09415060446214533,0.0,0.0,
AedesDownsiomyia,30,0,30,False,True,,0.34812802121116987,,0.23207489433098505,
AedesEdwardsaedes,3,0,3,False,True,,0.2681468965831469,,0.0,
AedesElpeytonius,2,0,2,False,True,,0.37940290302562174,,0.0,
AedesFinlaya,64,,,False,False,,,,,
AedesFredwardsius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesGeorgecraigius,3,3,3,True,True,0.02820558131506598,0.02820558131506598,0.0,0.0,
AedesGeoskusea,10,0,10,False,True,,0.3523280756480744,,0.2353674756894282,
AedesGilesius,2,0,2,False,True,,0.650570438759159,,0.0,
AedesGymnometopa,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesHalaedes,3,2,3,True,True,0.14322287814189613,0.18905132387520823,0.0,0.0,
AedesHimalaius,2,0,2,False,True,,0.26992410752675583,,0.0,
AedesHopkinsius,7,0,7,False,True,,0.3555478284668987,,0.13161954353403169,
AedesHowardina,34,0,34,False,True,,0.22459221063472526,,0.034281768850656,
AedesHuaedes,3,0,3,False,True,,0.9022555624893691,,0.0,
AedesHulecoeteomyia,14,1,14,True,True,0.001000000001,0.17148030243362106,1.0000000010000002e-12,0.10969415758170509,
AedesIndusius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesIsoaedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesJarnellius,5,3,5,True,True,0.07806886732217821,0.08608822008097478,0.0,0.0,
AedesJihlienius,3,0,3,False,True,,0.3314045216927895,,0.0,
AedesKenknightia,12,0,12,False,True,,0.33931192627401296,,0.0,
AedesKompia,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesLeptosomatomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesLevua,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesLewnielsenius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesLorrainea,5,0,5,False,True,,0.265951816298402,,0.0,
AedesLuius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesMacleaya,11,2,11,True,True,0.07250801546520001,0.09844202126900428,0.0,0.0,
AedesMolpemyia,3,0,3,False,True,,1.2834230216730809,,0.0,
AedesMucidus,14,1,14,True,True,0.001000000001,0.12702198160497405,1.0000000010000002e-12,0.0,
AedesNeomelaniconion,28,0,28,False,True,,0.3727521724469727,,0.12499072592879029,
AedesNyctomyia,2,0,2,False,True,,0.24251918997420344,,0.0,
AedesOchlerotatus,200,,,False,False,,,,,
AedesParaedes,8,0,8,False,True,,0.21679129571096925,,0.0889722789099536,
AedesPatmarksia,13,1,13,True,True,0.001000000001,0.17425015825472323,1.0000000010000002e-12,0.07667527040512137,
AedesPaulianius,8,0,8,False,True,,0.12436724920995011,,0.0,
AedesPetermattinglyius,5,0,5,False,True,,0.3335022677034489,,0.0,
AedesPhagomyia,16,0,16,False,True,,0.3714644345119542,,0.22955026492912217,
AedesPolyleptiomyia,2,0,2,False,True,,0.21912159964728736,,0.0,
AedesProtomacleaya,39,4,39,True,True,0.1348934288231694,0.1947549903949754,0.0,0.016457846386057885,
AedesPseudalbuginosus,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesPseudarmigeres,5,0,5,False,True,,0.35284866494781947,,0.0,
AedesRampamyia,3,2,3,True,True,0.0369122326227242,0.03742375544666431,0.0,0.0,
AedesRhinoskusea,4,0,4,False,True,,0.519234617884191,,0.0,
AedesSallumia,2,0,2,False,True,,0.05428634941143117,,0.0,
AedesScutomyia,9,0,9,False,True,,1.0000000282819324,,1.0000000272819323,
AedesSkusea,4,1,4,True,True,0.001000000001,0.3390297551878955,1.0000000010000002e-12,0.0,
AedesStegomyia,128,,,False,False,,,,,
AedesTanakaius,2,0,2,False,True,,0.27073063203566666,,0.0,
AedesTewarius,4,0,4,False,True,,0.07107735671872573,,0.0,
AedesVansomerenis,3,0,3,False,True,,0.2622258623412282,,0.0,
AedesZavortinkius,11,0,11,False,True,,0.2824984764926403,,0.01518372485438732,
Armigeres,58,2,58,True,True,0.14651999220678696,0.2921754688604714,0.0,0.20244881840628548,
ArmigeresArmigeres,40,2,40,True,True,0.12848517749384952,0.18629837855606204,0.0,0.05108002493217446,
ArmigeresLeicesteria,18,0,18,False,True,,0.5107270273777066,,0.4045822637663292,
Eretmapodites,48,1,48,True,True,0.001000000001,0.10439080613376645,1.0000000010000002e-12,0.004925305800179383,
EretmapoditesEretmapodites,48,1,48,True,True,0.001000000001,0.10439080613376645,1.0000000010000002e-12,0.004925305800179383,
Haemagogus,28,2,28,True,True,0.09459149717101392,0.1343321327416378,0.0,0.015553725958131058,
HaemagogusConopostegus,4,1,4,True,True,0.001000000001,0.09783315882571518,1.0000000010000002e-12,0.0,
HaemagogusHaemagogus,24,1,24,True,True,0.001000000001,0.136054835840174,1.0000000010000002e-12,0.002813346390120711,
Heizmannia,38,0,38,False,True,,0.23640696547038978,,0.03923577745592585,
HeizmanniaHeizmannia,38,0,38,False,True,,0.23640696547038978,,0.03923577745592585,
Opifex,2,1,2,True,True,0.001000000001,0.038762248341998505,1.0000000010000002e-12,0.0,
Opifex__subgenus__,2,1,2,True,True,0.001000000001,0.038762248341998505,1.0000000010000002e-12,0.0,
Psorophora,49,14,49,True,True,0.08151723818675818,0.08264108594752884,0.0,0.0,
PsorophoraGrabhamia,16,6,16,True,True,0.07120162018356656,0.0793358811510637,0.0,0.0,
PsorophoraJanthinosoma,23,5,23,True,True,0.08823313698967833,0.10176357535915041,0.0,0.0355695472625022,
PsorophoraPsorophora,10,3,10,True,True,0.06856422585964195,0.06451794867677584,0.0,0.0,
Udaya,3,0,3,False,True,,1.298456313783747,,0.0,
UdayaUdaya,3,0,3,False,True,,1.298456313783747,,0.0,
Verrallina,95,3,95,True,True,0.29764599018688376,0.41444145147374367,0.0,0.32224031465595004,
VerrallinaHarbachius,13,0,13,False,True,,0.4154049169218858,,0.0,
VerrallinaNeomacleaya,52,0,52,False,True,,0.45750556324924907,,0.2655093871680188,
VerrallinaVerrallina,30,3,30,True,True,0.2016107535850001,0.14552591056542546,0.0,0.05416446596287695,
Zeugnomyia,4,0,4,False,True,,0.9946512767592086,,0.12065994330062664,
CulexAedinus,4,1,4,True,True,0.001000000001,0.17088650098485028,1.0000000010000002e-12,0.17088409442443897,
CulexAfroculex,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexAllimanta,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexAnoedioporpa,12,0,12,False,True,,0.7746371266189426,,0.7745343404787797,
CulexBarraudius,4,0,4,False,True,,0.2825272931023533,,0.0,
CulexBelkinomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexCarrollia,18,0,18,False,True,,1.1152090244717705,,0.5334688069242555,
CulexCulex,201,,,False,False,,,,,
CulexCuliciomyia,54,1,54,True,True,0.001000000001,0.48657666868875193,1.0000000010000002e-12,0.3567235869441206,
CulexEumelanomyia,77,0,77,False,True,,1.0000000282819324,,1.0000000272819323,
CulexMicraedes,8,2,8,True,True,0.24469763952450568,0.42192776639147084,0.0,0.31868209961178756,
CulexMicroculex,33,1,33,True,True,0.001000000001,0.34093935520066,1.0000000010000002e-12,0.3154937939567369,
CulexNeoculex,26,,,False,False,,,,,
CulexNicaromyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexOculeomyia,19,2,19,True,True,0.166729725222924,0.35151828235115284,0.0,0.23040467556951966,
CulexKitzmilleria,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexLasiosiphon,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexLophoceraomyia,112,2,112,True,True,0.24777926769838235,0.32620366452043575,0.0,0.21195426981394747,
