node,taxonomy_tips,backbone_tips,simulated_tips,backbone_monophyletic,simulated_monophyletic,backbone_birth,simulated_birth,backbone_death,simulated_death,warnings

AnophelesAnopheles,185,,,False,False,,,,,
AnophelesBaimaia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AnophelesCellia,225,22,225,True,True,0.5184515291822586,0.4905074860124481,0.48934345981710153,0.4553430187305285,
AnophelesChristya,2,0,2,False,True,,0.14013981574221335,,0.0,
AnophelesKerteszia,12,1,12,True,True,0.001000000001,0.20807447013068558,1.0000000010000002e-12,0.20807404491249348,
AnophelesLophopodomyia,6,1,6,True,True,0.001000000001,0.04951830731490758,1.0000000010000002e-12,0.01934974543773328,
AnophelesNyssorhynchus,40,8,40,True,True,0.09315637412142212,0.12647652840833845,0.007549867585696832,0.0533171751472669,
AnophelesStethomyia,5,1,5,True,True,0.001000000001,0.07562275748581482,1.0000000010000002e-12,0.0,
Bironella,8,0,8,False,True,,1.0000000282819324,,1.0000000272819323,
BironellaBironella,2,0,2,False,True,,6.492876537290624,,0.0,
Aedeomyiini,7,2,7,True,True,0.02081214539225031,0.04798745593025347,0.0,0.04798702495346253,
Aedeomyia,7,2,7,True,True,0.02081214539225031,0.04798745593025347,0.0,0.04798702495346253,
AedeomyiaAedeomyia,6,2,6,True,True,0.018629203596890853,0.030042383920301268,0.0,0.019545456245371753,
AedeomyiaLepiothauma,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Aedini,1257,122,1257,True,True,0.1632593725418691,0.267155441355114,0.071633678334176,0.18370995727998357,
BironellaBrugella,3,0,3,False,True,,4.636822672690003,,0.0,
BironellaNeobironella,3,0,3,False,True,,0.2853880481902738,,0.011802274685911569,
Chagasia,5,2,5,True,True,0.02529653923073038,0.03232995265413422,0.0,0.0,
ChagasiaChagasia,5,2,5,True,True,0.02529653923073038,0.03232995265413422,0.0,0.0,
Culicinae,3074,208,3074,True,True,0.31650749156972946,0.39812816991253713,0.2589474044229961,0.3439832377709895,
__TAXONOMIC_ROOT__,3563,259,3563,True,True,0.35404089569747826,0.3692453332674891,0.3096833302964832,0.32129431026464433,
Culicidae,3563,259,3563,True,True,0.35404089569747826,0.3692453332674891,0.3096833302964832,0.32129431026464433,
Anophelinae,489,51,489,True,True,0.3267271104550249,0.4289424259344949,0.3069198983149194,0.4118551920680902,
None,489,51,489,True,True,0.3267271104550249,0.4289424259344949,0.3069198983149194,0.4118551920680902,
Anopheles,476,49,476,True,True,0.31883616638506135,0.4257538015208742,0.292293004154851,0.4015857615414608,
Aedes,932,,,False,False,,,,,
AedesAbraedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesAcartomyia,3,0,3,False,True,,0.7109812570243813,,0.25559255446099044,
AedesAedes,12,1,12,True,True,0.001000000001,0.07524063090151212,1.0000000010000002e-12,0.0,
AedesAedimorphus,66,,,False,False,,,,,
AedesAlanstonea,2,0,2,False,True,,0.15967754813514728,,0.0,
AedesAlbuginosus,9,0,9,False,True,,0.24818263152397255,,0.0,
AedesAyurakitia,2,0,2,False,True,,0.32198530116347157,,0.0,
AedesAztecaedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBelkinius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBifidistylus,2,0,2,False,True,,0.05138093065221072,,0.0,
AedesBorichinda,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBothaella,6,0,6,False,True,,0.3531416711478747,,0.0,
AedesBruceharrisonius,9,0,9,False,True,,0.23148542880954606,,0.0,
AedesCancraedes,10,0,10,False,True,,0.5839586861651704,,0.5245627021588944,
AedesCatageiomyia,28,1,28,True,True,0.001000000001,0.19377381613884345,1.0000000010000002e-12,0.10232073842269153,
AedesCatatassomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesChristophersiomyia,5,0,5,False,True,,0.12486631294353479,,0.0,
AedesCoetzeemyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesCollessius,9,0,9,False,True,,0.5438003607811168,,0.0,
AedesCornetius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesDahliana,3,1,3,True,True,0.001000000001,0.29233396060258565,1.0000000010000002e-12,0.22788444226905813,
AedesDanielsia,3,0,3,False,True,,0.12003183991729562,,0.0,
AedesDendroskusea,5,0,5,False,True,,0.1247091015183444,,0.0,
AedesDiceromyia,8,2,8,True,True,0.08796041826824388,0.08612741756458299,0.0,0.028296058046183112,
AedesDobrotworskyius,7,5,7,True,True,0.08417849136347792,0.08758534262070695,0.0,0.0,
AedesDownsiomyia,30,0,30,False,True,,0.29413203899850493,,0.009354217930459652,
AedesEdwardsaedes,3,0,3,False,True,,0.09624887825094397,,0.0,
AedesElpeytonius,2,0,2,False,True,,0.34635427010136505,,0.0,
AedesFinlaya,64,,,False,False,,,,,
AedesFredwardsius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesGeorgecraigius,3,3,3,True,True,0.02820558131506598,0.02820558131506598,0.0,0.0,
AedesGeoskusea,10,0,10,False,True,,0.22607490370768513,,0.0,
AedesGilesius,2,0,2,False,True,,0.15286154347998837,,0.0,
AedesGymnometopa,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesHalaedes,3,2,3,True,True,0.14322287814189613,0.08730816050835111,0.0,0.0,
AedesHimalaius,2,0,2,False,True,,0.49540128355713015,,0.0,
AedesHopkinsius,7,0,7,False,True,,0.49162411726238175,,0.0,
AedesHowardina,34,0,34,False,True,,0.1896908815045257,,0.040124897346594135,
AedesHuaedes,3,0,3,False,True,,0.05490376646799461,,0.0,
AedesHulecoeteomyia,14,1,14,True,True,0.001000000001,0.16744621469407056,1.0000000010000002e-12,0.13124893806680604,
AedesIndusius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesIsoaedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesJarnellius,5,3,5,True,True,0.07806886732217821,0.08239836644231759,0.0,0.0,
AedesJihlienius,3,0,3,False,True,,0.3052663425915729,,0.0,
AedesKenknightia,12,0,12,False,True,,0.2090917868155489,,0.04694831090906994,
AedesKompia,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesLeptosomatomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesLevua,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesLewnielsenius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesLorrainea,5,0,5,False,True,,0.4559689264838835,,0.27179814210200615,
AedesLuius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesMacleaya,11,2,11,True,True,0.07250801546520001,0.11694578092794104,0.0,0.03732728156997224,
AedesMolpemyia,3,0,3,False,True,,0.20666698053504062,,0.0,
AedesMucidus,14,1,14,True,True,0.001000000001,0.06669409464559661,1.0000000010000002e-12,0.0,
AedesPaulianius,8,0,8,False,True,,0.24242341486185684,,0.04291021811588061,
AedesPetermattinglyius,5,0,5,False,True,,0.12576848312099304,,0.0,
AedesPhagomyia,16,0,16,False,True,,0.24792723596956284,,0.0,
AedesPolyleptiomyia,2,0,2,False,True,,0.3004597425080119,,0.0,
AedesProtomacleaya,39,4,39,True,True,0.1348934288231694,0.22983348637360784,0.0,0.10996469407687752,
AedesNeomelaniconion,28,0,28,False,True,,0.29701518915235187,,0.1485505667324171,
AedesNyctomyia,2,0,2,False,True,,0.07840885994519371,,0.0,
AedesOchlerotatus,200,,,False,False,,,,,
AedesParaedes,8,0,8,False,True,,1.0000000282819324,,1.0000000272819323,
AedesPatmarksia,13,1,13,True,True,0.001000000001,0.1174318392060371,1.0000000010000002e-12,0.001771588317731363,
AedesPseudalbuginosus,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesPseudarmigeres,5,0,5,False,True,,0.3291291125505553,,0.0,
AedesRampamyia,3,2,3,True,True,0.0369122326227242,0.02462543449204508,0.0,0.0,
AedesRhinoskusea,4,0,4,False,True,,0.12811280250973903,,0.0,
AedesSallumia,2,0,2,False,True,,1.518432800561019,,0.0,
AedesScutomyia,9,0,9,False,True,,0.31699987012272773,,0.2816296535648622,
AedesSkusea,4,1,4,True,True,0.001000000001,0.07243533049285475,1.0000000010000002e-12,0.0,
AedesStegomyia,128,,,False,False,,,,,
AedesTanakaius,2,0,2,False,True,,0.3819946050881323,,0.0,
AedesTewarius,4,0,4,False,True,,0.1447963406471468,,0.0,
AedesVansomerenis,3,0,3,False,True,,0.348070899723406,,0.0,
AedesZavortinkius,11,0,11,False,True,,0.2495692431881886,,0.0,
Armigeres,58,2,58,True,True,0.14651999220678696,0.14179169322236532,0.0,0.012302389948101702,
ArmigeresArmigeres,40,2,40,True,True,0.12848517749384952,0.12198472649412956,0.0,0.0,
ArmigeresLeicesteria,18,0,18,False,True,,0.20926578177284924,,0.0,
Eretmapodites,48,1,48,True,True,0.001000000001,0.11948995498805602,1.0000000010000002e-12,0.0,
EretmapoditesEretmapodites,48,1,48,True,True,0.001000000001,0.11948995498805602,1.0000000010000002e-12,0.0,
Haemagogus,28,2,28,True,True,0.09459149717101392,0.13192913848295557,0.0,0.023880975872009744,
HaemagogusConopostegus,4,1,4,True,True,0.001000000001,0.1289193834967938,1.0000000010000002e-12,0.024260447517663812,
HaemagogusHaemagogus,24,1,24,True,True,0.001000000001,0.12220791840431638,1.0000000010000002e-12,0.0017527856644224682,
Heizmannia,38,0,38,False,True,,0.33155521684607414,,0.17315226742031448,
HeizmanniaHeizmannia,38,0,38,False,True,,0.33155521684607414,,0.17315226742031448,
Opifex,2,1,2,True,True,0.001000000001,0.20428713319659483,1.0000000010000002e-12,0.0,
Opifex__subgenus__,2,1,2,True,True,0.001000000001,0.20428713319659483,1.0000000010000002e-12,0.0,
Psorophora,49,14,49,True,True,0.08151723818675818,0.13466840302391533,0.0,0.07420941273298277,
PsorophoraGrabhamia,16,6,16,True,True,0.07120162018356656,0.09367887402953136,0.0,0.02180296795110748,
PsorophoraJanthinosoma,23,5,23,True,True,0.08823313698967833,0.1330159550275693,0.0,0.07908921900201424,
PsorophoraPsorophora,10,3,10,True,True,0.06856422585964195,0.14789764363917224,0.0,0.12179412132002462,
Udaya,3,0,3,False,True,,0.17927169288754818,,0.0117393771468676,
UdayaUdaya,3,0,3,False,True,,0.17927169288754818,,0.0117393771468676,
Verrallina,95,3,95,True,True,0.29764599018688376,0.4506276686596391,0.0,0.3572941655543015,
VerrallinaHarbachius,13,0,13,False,True,,0.9243288875281139,,0.6148519958336526,
VerrallinaNeomacleaya,52,0,52,False,True,,0.4047471318997615,,0.1308266845035312,
VerrallinaVerrallina,30,3,30,True,True,0.2016107535850001,0.1783558609858088,0.0,0.0,
Zeugnomyia,4,0,4,False,True,,0.14447337318044193,,0.0,
CulexAedinus,4,1,4,True,True,0.001000000001,0.102173781838825,1.0000000010000002e-12,0.0,
CulexAfroculex,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexAllimanta,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexAnoedioporpa,12,0,12,False,True,,0.4786530802388239,,0.44473992166065174,
CulexBarraudius,4,0,4,False,True,,1.4231348698581763,,0.0,
CulexBelkinomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexCarrollia,18,0,18,False,True,,1.0000000282819324,,1.0000000272819323,
CulexCulex,201,,,False,False,,,,,
CulexCuliciomyia,54,1,54,True,True,0.001000000001,0.2791000874823387,1.0000000010000002e-12,0.1872699406968492,
CulexEumelanomyia,77,0,77,False,True,,0.9606975367710133,,0.8535412979954058,
CulexKitzmilleria,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexLasiosiphon,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexLophoceraomyia,112,2,112,True,True,0.24777926769838235,0.4005169058616917,0.0,0.3225142847117943,
CulexMaillotia,9,0,9,False,True,,0.6398733767875373,,0.5410931766222058,
CulexMelanoconion,160,,,False,False,,,,,
CulexMicraedes,8,2,8,True,True,0.24469763952450568,0.11358464772189683,0.0,0.0,
CulexMicroculex,33,1,33,True,True,0.001000000001,0.3811468531451971,1.0000000010000002e-12,0.38023811732424706,
CulexNeoculex,26,,,False,False,,,,,
