node,taxonomy_tips,backbone_tips,simulated_tips,backbone_monophyletic,simulated_monophyletic,backbone_birth,simulated_birth,backbone_death,simulated_death,warnings

AnophelesAnopheles,185,,,False,False,,,,,
AnophelesBaimaia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AnophelesCellia,225,22,225,True,True,0.5184515291822586,1.0000000282819324,0.48934345981710153,1.0000000272819323,
AnophelesChristya,2,0,2,False,True,,0.05721989320075503,,0.0,
AnophelesKerteszia,12,1,12,True,True,0.001000000001,0.13597369020453223,1.0000000010000002e-12,0.13597257355696807,
AnophelesLophopodomyia,6,1,6,True,True,0.001000000001,0.024598369372240542,1.0000000010000002e-12,0.01578396382891234,
AnophelesNyssorhynchus,40,8,40,True,True,0.09315637412142212,0.117395522469709,0.007549867585696832,0.03972155265794455,
AnophelesStethomyia,5,1,5,True,True,0.001000000001,0.06283187939700334,1.0000000010000002e-12,0.0,
Bironella,8,0,8,False,True,,0.42057769224340846,,0.4203992519388744,
BironellaBironella,2,0,2,False,True,,0.5583427820526323,,0.0,
BironellaBrugella,3,0,3,False,True,,0.23469464592696215,,0.0,
BironellaNeobironella,3,0,3,False,True,,0.8268989402055892,,0.0,
Chagasia,5,2,5,True,True,0.02529653923073038,0.024385753722400844,0.0,0.0,
ChagasiaChagasia,5,2,5,True,True,0.02529653923073038,0.024385753722400844,0.0,0.0,
Culicinae,3074,208,3074,True,True,0.31650749156972946,0.17869987719636388,0.2589474044229961,0.08988540772521977,
Aedeomyiini,7,2,7,True,True,0.02081214539225031,0.09799877464260441,0.0,0.09799872886278276,
Aedeomyia,7,2,7,True,True,0.02081214539225031,0.09799877464260441,0.0,0.09799872886278276,
AedeomyiaAedeomyia,6,2,6,True,True,0.018629203596890853,0.18841492835911244,0.0,0.1884148295418565,
AedeomyiaLepiothauma,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
Aedini,1257,122,1257,True,True,0.1632593725418691,0.26515925915364547,0.071633678334176,0.1848756114307747,
__TAXONOMIC_ROOT__,3563,259,3563,True,True,0.35404089569747826,0.4177125606258829,0.3096833302964832,0.3763712721368746,
Culicidae,3563,259,3563,True,True,0.35404089569747826,0.4177125606258829,0.3096833302964832,0.3763712721368746,
Anophelinae,489,51,489,True,True,0.3267271104550249,1.0000000282819324,0.3069198983149194,1.0000000272819323,
None,489,51,489,True,True,0.3267271104550249,1.0000000282819324,0.3069198983149194,1.0000000272819323,
Anopheles,476,49,476,True,True,0.31883616638506135,1.0000000282819324,0.292293004154851,1.0000000272819323,
Aedes,932,,,False,False,,,,,
AedesAbraedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesAcartomyia,3,0,3,False,True,,0.11121067557302859,,0.0,
AedesAedes,12,1,12,True,True,0.001000000001,0.09712264285418733,1.0000000010000002e-12,0.0585101452442107,
AedesAedimorphus,66,,,False,False,,,,,
AedesAlanstonea,2,0,2,False,True,,0.2351350294049255,,0.0,
AedesAlbuginosus,9,0,9,False,True,,1.0000000282819324,,1.0000000272819323,
AedesAyurakitia,2,0,2,False,True,,1.6110228575828163,,0.0,
AedesAztecaedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBelkinius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBifidistylus,2,0,2,False,True,,0.5886894357851791,,0.0,
AedesBorichinda,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesBothaella,6,0,6,False,True,,0.33860871267895265,,0.2603265198747499,
AedesBruceharrisonius,9,0,9,False,True,,0.28759021747755675,,0.11478891617257865,
AedesCancraedes,10,0,10,False,True,,0.21029910962977783,,0.0,
AedesCatageiomyia,28,1,28,True,True,0.001000000001,0.14877833535459636,1.0000000010000002e-12,0.0,
AedesCatatassomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesChristophersiomyia,5,0,5,False,True,,0.17292119375690496,,0.0,
AedesCoetzeemyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesCollessius,9,0,9,False,True,,0.15596762289090887,,0.0045509667392911925,
AedesCornetius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesDahliana,3,1,3,True,True,0.001000000001,0.11317818784368967,1.0000000010000002e-12,0.0,
AedesDanielsia,3,0,3,False,True,,1.5588632114563195,,0.0,
AedesDendroskusea,5,0,5,False,True,,0.17227348691561897,,0.0,
AedesDiceromyia,8,2,8,True,True,0.08796041826824388,0.135317039601235,0.0,0.06512149364394682,
AedesDobrotworskyius,7,5,7,True,True,0.08417849136347792,0.0935898581418177,0.0,0.0,
AedesDownsiomyia,30,0,30,False,True,,0.30581679898944725,,0.017946403955786002,
AedesEdwardsaedes,3,0,3,False,True,,0.1189528831252242,,0.0,
AedesElpeytonius,2,0,2,False,True,,0.6256443005862621,,0.0,
AedesFinlaya,64,,,False,False,,,,,
AedesFredwardsius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesGeorgecraigius,3,3,3,True,True,0.02820558131506598,0.02820558131506598,0.0,0.0,
AedesGeoskusea,10,0,10,False,True,,0.4378885220012649,,0.36991493731776875,
AedesGilesius,2,0,2,False,True,,0.3292727599557497,,0.0,
AedesGymnometopa,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesHalaedes,3,2,3,True,True,0.14322287814189613,0.07293249075828521,0.0,0.0,
AedesHimalaius,2,0,2,False,True,,1.004467112490117,,0.0,
AedesHopkinsius,7,0,7,False,True,,0.29462581587972836,,0.14549167907587826,
AedesHowardina,34,0,34,False,True,,0.3585205152530648,,0.23537454362148644,
AedesHuaedes,3,0,3,False,True,,0.38684342949728795,,0.0,
AedesHulecoeteomyia,14,1,14,True,True,0.001000000001,0.19346567906596399,1.0000000010000002e-12,0.17605036932308044,
AedesIndusius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesIsoaedes,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesJarnellius,5,3,5,True,True,0.07806886732217821,0.08752681142158786,0.0,0.0,
AedesJihlienius,3,0,3,False,True,,0.36255540905087746,,0.0,
AedesKenknightia,12,0,12,False,True,,0.26248155925665795,,0.0,
AedesKompia,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesLeptosomatomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesLevua,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesLewnielsenius,1,1,1,True,True,0.001000000001,0.001000000001,1.0000000010000002e-12,1.0000000010000002e-12,
AedesLorrainea,5,0,5,False,True,,0.3051540210844869,,0.304990307887401,
AedesLuius,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesMacleaya,11,2,11,True,True,0.07250801546520001,0.26610527633928294,0.0,0.2606395181353375,
AedesMolpemyia,3,0,3,False,True,,1.2890658148827314,,0.7512367186546497,
AedesMucidus,14,1,14,True,True,0.001000000001,0.09736586677195695,1.0000000010000002e-12,0.05359685531547093,
AedesNeomelaniconion,28,0,28,False,True,,0.2722638282473117,,0.11070709960034507,
AedesNyctomyia,2,0,2,False,True,,0.21798314627882637,,0.0,
AedesOchlerotatus,200,,,False,False,,,,,
AedesParaedes,8,0,8,False,True,,0.11243933593698217,,0.04250940253049557,
AedesPatmarksia,13,1,13,True,True,0.001000000001,0.15786366351238884,1.0000000010000002e-12,0.0,
AedesPaulianius,8,0,8,False,True,,0.3062969126977243,,0.061547171311304855,
AedesPetermattinglyius,5,0,5,False,True,,0.29347196413992377,,0.0,
AedesPhagomyia,16,0,16,False,True,,0.34047191514393993,,0.17125990151325435,
AedesPolyleptiomyia,2,0,2,False,True,,0.6312255968518629,,0.0,
AedesProtomacleaya,39,4,39,True,True,0.1348934288231694,0.2563194663424377,0.0,0.20868381028187366,
AedesPseudalbuginosus,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
AedesPseudarmigeres,5,0,5,False,True,,0.34366273207327797,,0.14067348463208967,
AedesRampamyia,3,2,3,True,True,0.0369122326227242,0.04819463669450015,0.0,0.0,
AedesRhinoskusea,4,0,4,False,True,,0.34676549515567845,,0.0,
AedesSallumia,2,0,2,False,True,,0.05022155098832383,,0.0,
AedesScutomyia,9,0,9,False,True,,0.29100403156629123,,0.15151053069872605,
AedesSkusea,4,1,4,True,True,0.001000000001,0.07382916952110498,1.0000000010000002e-12,0.0,
AedesStegomyia,128,,,False,False,,,,,
AedesTanakaius,2,0,2,False,True,,5.999019747978191,,0.0,
AedesTewarius,4,0,4,False,True,,0.13428437164130785,,0.001264701160389765,
AedesVansomerenis,3,0,3,False,True,,0.15150117513788203,,0.0,
AedesZavortinkius,11,0,11,False,True,,0.2915006448301374,,0.0,
Armigeres,58,2,58,True,True,0.14651999220678696,0.115008887304662,0.0,0.028975324697526433,
ArmigeresArmigeres,40,2,40,True,True,0.12848517749384952,0.08412485501034876,0.0,0.0,
ArmigeresLeicesteria,18,0,18,False,True,,0.19992897787160877,,0.043532868178369905,
Eretmapodites,48,1,48,True,True,0.001000000001,0.21664531204413306,1.0000000010000002e-12,0.13866255915745776,
EretmapoditesEretmapodites,48,1,48,True,True,0.001000000001,0.21664531204413306,1.0000000010000002e-12,0.13866255915745776,
Haemagogus,28,2,28,True,True,0.09459149717101392,0.11650536352080308,0.0,0.0,
HaemagogusConopostegus,4,1,4,True,True,0.001000000001,0.07114975303039414,1.0000000010000002e-12,0.03795713630583147,
HaemagogusHaemagogus,24,1,24,True,True,0.001000000001,0.12789584483088062,1.0000000010000002e-12,0.0,
Heizmannia,38,0,38,False,True,,0.2098909243789817,,0.0,
HeizmanniaHeizmannia,38,0,38,False,True,,0.2098909243789817,,0.0,
Opifex,2,1,2,True,True,0.001000000001,0.054531856111815706,1.0000000010000002e-12,0.0,
Opifex__subgenus__,2,1,2,True,True,0.001000000001,0.054531856111815706,1.0000000010000002e-12,0.0,
Psorophora,49,14,49,True,True,0.08151723818675818,0.08363878100443191,0.0,0.0,
PsorophoraGrabhamia,16,6,16,True,True,0.07120162018356656,0.07381435890176108,0.0,0.0,
PsorophoraJanthinosoma,23,5,23,True,True,0.08823313698967833,0.10322175948651204,0.0,0.01058966450920503,
PsorophoraPsorophora,10,3,10,True,True,0.06856422585964195,0.060982202687963845,0.0,0.0,
Udaya,3,0,3,False,True,,0.2700191939267477,,0.0,
UdayaUdaya,3,0,3,False,True,,0.2700191939267477,,0.0,
Verrallina,95,3,95,True,True,0.29764599018688376,0.19667912436819487,0.0,0.06813404607708574,
VerrallinaHarbachius,13,0,13,False,True,,0.28721785997418214,,0.1493751907732623,
VerrallinaNeomacleaya,52,0,52,False,True,,0.2793330560808085,,0.12018622699228598,
VerrallinaVerrallina,30,3,30,True,True,0.2016107535850001,0.17400377551620785,0.0,0.10396618211723431,
Zeugnomyia,4,0,4,False,True,,0.28704043355810155,,0.28690181917291124,
CulexAedinus,4,1,4,True,True,0.001000000001,0.10077004547338622,1.0000000010000002e-12,0.1007694735485791,
CulexAfroculex,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexAllimanta,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexAnoedioporpa,12,0,12,False,True,,0.4250786282313456,,0.2825649006681743,
CulexBarraudius,4,0,4,False,True,,0.41948097247518906,,0.0,
CulexBelkinomyia,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexCarrollia,18,0,18,False,True,,0.6033753989942627,,0.0,
CulexCulex,201,,,False,False,,,,,
CulexCuliciomyia,54,1,54,True,True,0.001000000001,0.38535937513842594,1.0000000010000002e-12,0.3550711141676423,
CulexEumelanomyia,77,0,77,False,True,,1.1125217591426841,,1.0268839564448018,
CulexKitzmilleria,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexLasiosiphon,1,0,1,False,True,,0.001000000001,,1.0000000010000002e-12,
CulexLophoceraomyia,112,2,112,True,True,0.24777926769838235,0.3361653180439253,0.0,0.2686241908679637,
CulexMaillotia,9,0,9,False,True,,0.6624669866225138,,0.0,
CulexMelanoconion,160,,,False,False,,,,,
CulexMicraedes,8,2,8,True,True,0.24469763952450568,0.24524257450119327,0.0,0.24511600855920646,
CulexMicroculex,33,1,33,True,True,0.001000000001,0.2897513648393455,1.0000000010000002e-12,0.2668455169428928,
CulexNeoculex,26,,,False,False,,,,,
